language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
piap1246,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-
piap1246,-,-,-,w,-,-,-,-,-,a,-,-,-,a,p,i,w,a,a,-,-,-,p,-,-,i,-,-
acha1250,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,h,-,-,i,d,e
acha1250,-,i,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,h,-,-,i,-,-
acha1250,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,h,-,-,i,-,-
curr1243,-,-,-,n,-,-,-,-,-,o,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-
tari1256,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,h,-
tari1256,-,-,-,5,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-
tari1256,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-
yucu1253,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,h,i,n,a
cabi1241,-,-,-,7,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-
resi1247,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-
wayu1243,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,i,-,-,-,m,3,s,e,-,-
wayu1243,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,i,-,-,-,p,3,s,e,-,-
guah1255,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,s,-,-,i,t,o
cuib1242,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,w,a
play1240,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,p,i,h,-,-,i,b,o
maca1259,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,t,-,S,-,-,i,t,-
guay1257,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,h,-,-,-,-,-
sali1298,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,h,-,-,o,t,e
mini1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,k,u,r,-,-,u,-,-
nupo1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,k,u,r,-,-,u,-,-
muru1274,-,i,d,Z,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,k,-,-,-,-,u,-,-
ocai1244,-,-,-,5,o,7,-,-,-,o,-,-,-,-,-,-,-,-,o,7,k,o,b,-,-,o,-,-
muin1242,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,-,3,-,-
bora1263,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,h,k,-,h,-,-,u,-,-
bora1263,-,i,7,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,h,k,-,h,-,-,u,-,-
bora1263,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,x,k,-,h,-,-,u,-,-
