language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
piap1246,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,n,-,u,i,r,-,-,i,-
acha1250,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,u,-,l,-,-,i,-
acha1250,-,-,-,-,-,-,-,-,-,-,-,-,a,w,-,-,-,a,-,k,-,-,a,-
curr1243,-,-,-,-,-,-,-,-,-,-,h,i,-,p,-,-,-,a,-,n,-,-,a,-
tari1256,-,-,-,-,-,-,-,-,-,i,h,i,a,p,-,-,-,-,-,-,-,-,a,-
tari1256,-,-,-,-,-,-,-,-,-,y,-,-,a,p,-,-,-,-,-,-,-,-,a,-
tari1256,-,-,-,-,-,-,-,-,-,i,y,-,a,p,-,-,-,-,-,-,-,-,a,-
yucu1253,-,-,-,-,-,-,-,-,-,i,-,-,-,p,-,-,-,u,-,r,-,-,e,-
wayu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,t,-,S,i,-
guah1255,-,-,-,-,-,-,-,-,-,i,-,-,-,b,o,t,s,u,-,t,-,-,o,-
cuib1242,-,-,-,-,-,d,-,-,-,e,-,-,-,m,-,-,x,u,-,w,-,-,a,-
maca1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,s,e,-,r,-,-,i,t
guay1257,-,-,-,-,-,7,-,-,-,i,-,-,a,b,-,-,-,-,-,-,-,-,o,t
sali1298,-,-,-,-,-,-,-,-,-,i,n,-,a,k,-,-,-,o,-,7,-,-,o,-
mini1256,-,-,k,-,-,-,-,a,-,i,-,-,-,p,o,n,-,e,-,d,-,-,u,-
mini1256,-,-,-,-,-,-,-,-,-,i,-,-,-,p,-,-,-,e,-,r,-,-,u,-
nupo1240,-,-,-,-,-,-,-,-,-,i,-,-,-,p,-,-,-,e,-,r,-,-,u,-
nupo1240,-,-,k,-,-,-,-,a,-,i,-,-,-,p,o,n,-,e,-,d,-,-,u,-
muru1274,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,e,-,d,-,-,u,-
muin1242,-,-,-,-,-,b,-,a,-,-,-,-,-,-,-,-,-,a,-,-,-,-,3,-
muin1242,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,x,-,-,3,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,u,-
bora1263,-,-,k,-,-,w,-,a,-,-,x,-,-,-,-,-,-,-,-,-,-,-,u,-
bora1263,-,-,k,-,-,h,-,a,m,e,k,-,-,w,-,-,-,a,-,x,-,-,u,-
bora1263,-,-,k,-,-,h,-,a,m,e,7,-,-,p,-,-,-,a,-,-,-,-,u,-
bora1263,-,-,k,-,-,h,a,a,m,e,7,-,-,p,-,-,-,a,-,-,-,-,u,-
yuru1263,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,o,-
tuyu1244,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,g,-,-,3,-
waim1255,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,a,-,g,-,-,3,-
waim1255,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,-,-,-,3,-
tatu1247,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,-,-,-,3,-
bara1380,-,-,-,-,-,g,-,-,-,3,-,-,-,t,-,-,-,a,-,-,-,-,3,-
macu1260,-,-,-,-,-,g,-,-,-,3,-,-,-,t,-,-,-,a,-,g,-,-,3,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,3,-,k,-,-,3,-
pira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,3,-,d,-,-,3,-
tuca1252,-,-,-,-,-,-,-,-,-,3,-,-,-,r,-,-,-,3,-,g,-,i,3,-
desa1247,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,g,-,-,3,-
siri1274,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,a,-,g,-,-,3,-
siri1274,-,-,-,-,-,b,-,-,-,u,-,-,-,7,-,-,-,u,-,r,-,-,u,-
tani1257,-,-,-,-,-,p,-,-,-,u,-,-,-,s,i,-,-,a,-,-,-,-,-,-
cube1242,-,-,-,-,-,k,-,-,-,3,-,-,-,r,-,-,-,a,-,k,-,-,u,-
kore1283,a,i,k,-,-,h,-,-,-,u,t,-,-,h,-,-,-,-,-,-,-,-,i,-
seco1241,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,-,-,i,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,e,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,e,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,n
hupd1244,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,h
mala1522,-,-,k,-,-,-,-,-,-,3,-,-,-,n,-,-,k,3,-,n,-,-,a,-
arhu1242,-,-,g,-,-,w,-,-,-,i,-,-,-,r,-,-,k,3,-,n,-,-,3,n
arhu1242,-,-,g,-,-,w,-,-,-,i,-,-,-,r,-,-,k,3,-,n,-,-,3,-
cogu1240,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,x,-,-,a,-
cogu1240,-,-,g,-,-,u,-,-,-,i,-,-,-,-,-,-,-,-,-,n,u,-,e,-
cent2150,-,-,T,-,u,b,-,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,a,-
chim1309,-,-,-,-,-,-,-,-,-,i,-,-,-,t,i,-,k,o,-,N,g,r,a,7
bari1297,-,-,d,-,-,y,-,-,-,3,-,-,-,r,-,-,-,3,-,d,-,-,3,-
chac1249,-,-,-,-,-,f,-,-,-,e,-,-,-,-,-,-,-,-,-,7,-,S,a,-
