language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
curr1243,-,-,k,-,-,-,u,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,a,-,-,-
yucu1253,-,-,k,-,u,x,w,-,-,-,-,e,-,-,-,t,-,-,-,-,-,-,o,-,-,-
wayu1243,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,r,i,m,-,-,-,-,o,n,t,a
wayu1243,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,r,a,m,-,-,-,-,u,-,t,a
wayu1243,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,r,i,m,-,-,-,-,o,n,t,a
guah1255,-,-,k,-,u,-,w,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,i,-,-,-
guah1255,-,-,k,-,u,-,w,-,-,-,-,a,-,-,i,r,-,-,-,-,-,-,i,-,-,-
guay1257,-,-,t,S,o,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1256,-,-,n,-,e,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,m,a
nupo1240,-,-,t,-,i,d,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
nupo1240,m,e,k,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
muru1274,-,-,g,-,-,-,u,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,u,-,-,-
ocai1244,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
muin1242,-,-,x,-,3,-,b,-,i,d,Z,a,-,-,-,x,-,-,-,-,-,-,e,-,-,-
bora1263,-,-,k,-,-,-,h,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,u,-,-,-
bora1263,-,-,k,-,-,-,w,-,-,-,-,a,-,-,a,h,-,-,-,-,-,-,i,-,-,-
yuru1263,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
tuyu1244,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
waim1255,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
waim1255,-,-,-,-,i,-,h,-,i,-,-,a,-,-,-,r,-,-,-,-,-,-,o,-,-,-
waim1255,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
cara1272,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
tatu1247,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
bara1380,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
macu1260,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
guan1269,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,u,-,-,-
pira1254,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,u,-,-,-
tuca1252,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,u,-,-,-
desa1247,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
desa1247,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,u,-,-,-
siri1274,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-
tani1257,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,u,-,-,a
cube1242,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,o,-,-,-
kore1283,-,-,-,-,-,-,b,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,o,-,-,-
sion1247,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,o,-,-,-
seco1241,-,-,-,-,-,-,p,-,-,-,-,a,i,t,a,k,-,-,-,-,-,-,e,-,-,-
seco1241,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,o,-,-,-
hupd1244,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,i,d,-
mala1522,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,r,i,m,-,-,-,-,o,n,d,a
cogu1240,-,-,-,-,-,-,m,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,u,-,-,-
cent2150,-,-,-,-,-,-,s,-,-,-,-,i,-,t,-,r,a,m,-,-,-,-,a,-,-,-
chim1309,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,r,a,m,o,n,i,y,u,-,-,-
bari1297,-,-,S,-,-,-,u,g,S,-,-,a,-,-,-,n,-,-,-,-,-,-,3,-,-,-
chac1249,-,-,-,-,-,-,h,-,u,-,-,a,-,-,-,S,-,-,-,-,-,-,u,-,-,-
colo1256,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,e,-,-,-
embe1260,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,e,-,-,-
nort2972,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,e,-,-,-
epen1239,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,e,-,-,-
epen1239,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,e,-,-,-
embe1261,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,e,-,-,-
embe1262,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,e,-,-,-
woun1238,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,r,o,t,-,-,-,-,o,-,-,-
