language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
piap1246,-,-,-,w,-,-,-,a,-,-,-,-,n,-,-,e,-,-,-,-,-,-,-,-,n,-,e,-,-,-,-,-,-
acha1250,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,n,-,e,-,-,-,-,-,-
curr1243,-,-,-,n,-,o,-,e,-,-,-,-,n,-,-,e,-,-,-,-,-,-,-,-,n,-,e,-,-,-,-,-,-
tari1256,-,-,-,u,-,-,-,e,-,-,n,i,n,-,-,e,-,-,-,-,-,-,-,-,n,-,e,-,-,-,-,-,-
tari1256,-,-,-,u,-,-,-,e,-,-,T,-,n,-,-,e,-,-,-,-,-,-,-,-,n,-,a,-,-,-,-,-,-
tari1256,-,-,-,y,-,-,-,e,-,-,-,-,m,-,-,e,p,i,k,i,t,i,a,-,l,-,i,-,-,-,-,-,-
yucu1253,-,-,-,w,-,-,-,a,-,-,-,-,l,-,-,e,-,-,-,-,-,-,-,-,n,-,a,-,-,-,-,-,-
cabi1241,-,-,-,n,-,-,-,u,-,-,-,-,n,-,-,e,-,-,-,-,-,-,-,-,n,-,i,-,-,-,-,-,-
resi1247,-,-,-,-,-,-,-,e,-,-,-,-,7,-,h,e,-,-,-,-,-,-,-,-,p,-,e,-,-,-,-,-,-
wayu1243,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,y,-,e,-,-,-,-,-,-
wayu1243,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,y,-,e,-,-,-,-,-,-
wayu1243,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,y,-,e,-,-,-,-,-,-
guah1255,-,-,-,p,-,e,-,e,-,-,-,-,b,-,-,a,-,-,r,-,-,-,3,-,t,-,o,-,-,-,-,-,-
cuib1242,-,-,-,p,-,-,-,e,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,t,-,o,-,-,-,-,-,-
play1240,-,-,-,p,-,-,-,e,-,-,-,-,b,-,-,o,-,-,r,-,-,-,-,-,t,-,o,-,-,-,-,-,-
maca1259,-,-,-,p,-,-,-,e,-,-,-,-,b,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,t,-,-
guay1257,-,-,-,p,-,-,-,e,-,-,-,-,h,-,k,a,-,-,t,S,-,i,e,7,t,-,-,-,-,-,-,-,-
sali1298,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,e,-,-,-,-,-,-,-,-,n,-,e,-,-,-,-,-,-
