language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
piap1246,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,a,-,-,-,-,-,-
acha1250,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,a,-,-,-,-,-,-
curr1243,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,a,-,-,p,-,-,a,-,-,-,-,-,-
tari1256,-,-,-,-,5,-,-,-,o,-,-,-,r,-,o,-,-,r,e,-,-,d,-,-,a,-,-,-,-,-,-
yucu1253,-,-,-,-,m,-,-,-,u,-,-,-,n,-,-,-,-,-,u,-,-,m,u,n,u,-,-,-,-,-,-
resi1247,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,a,-,-,p,-,-,u,-,-,-,-,-,-
wayu1243,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,-,-
wayu1243,-,-,-,-,S,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,i,-,-,-,-,-,-
guah1255,-,-,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,-,a,-,-,m,-,-,a,n,3,t,-,-,o
guah1255,-,-,-,-,h,-,-,-,a,-,-,-,b,-,-,-,-,-,3,-,-,m,-,-,a,n,3,t,-,-,o
cuib1242,-,-,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,t,o,-,-,m,-,-,a,n,-,t,-,-,o
play1240,-,-,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,-,a,-,-,m,-,-,-,-,3,t,-,-,o
maca1259,-,-,-,-,t,-,-,-,o,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,a,-,-,t,-,-,-
guay1257,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,t,-,-,-
guay1257,-,-,-,-,h,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-
sali1298,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,-,i,-,-,g,-,-,o,-,-,d,-,-,i
mini1256,-,-,-,-,h,-,-,-,i,-,-,-,r,-,-,-,-,-,a,-,-,N,-,-,o,-,-,-,-,-,-
nupo1240,-,-,-,-,h,-,-,-,i,-,-,-,r,-,-,-,-,-,a,-,-,N,-,-,o,-,-,-,-,-,-
muru1274,-,-,-,-,h,-,-,-,i,-,-,-,r,-,-,-,-,-,a,k,u,5,-,-,o,-,-,-,-,-,-
ocai1244,d,y,-,o,7,-,-,-,u,-,-,-,r,-,-,-,-,-,a,-,-,k,-,-,o,-,-,-,-,-,-
muin1242,-,n,-,3,b,-,-,-,3,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
muin1242,-,m,-,3,b,-,-,-,3,-,-,-,r,-,-,-,-,-,i,-,-,7,-,-,3,-,-,-,-,-,-
bora1263,i,m,-,u,7,o,-,-,e,h,p,-,h,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,t,-,-,-,e,7,t,s,h,-,-,-,-,-,i,-,-,p,-,-,a,-,-,-,-,-,-
bora1263,-,-,-,-,t,-,-,-,e,7,t,s,h,-,-,-,-,-,i,-,-,p,-,-,a,-,-,-,-,-,-
bora1263,i,m,-,u,7,o,-,-,e,x,p,-,h,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
yuru1263,-,-,-,-,b,o,-,-,o,-,-,-,b,-,i,-,-,-,a,-,-,w,-,-,3,-,-,-,-,-,-
tuyu1244,-,-,-,-,b,-,-,-,u,-,-,-,b,-,i,-,-,-,a,-,-,w,-,-,3,-,-,-,-,-,-
waim1255,-,-,-,-,b,-,-,-,u,-,-,-,b,-,i,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,u,-,-,-,t,-,i,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
waim1255,-,-,-,-,b,e,-,r,o,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
cara1272,-,-,-,-,b,e,-,r,o,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
tatu1247,-,-,-,-,b,e,-,r,o,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
bara1380,-,-,-,-,b,e,-,r,o,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
bara1380,-,-,-,-,b,e,-,r,o,-,-,-,-,-,-,-,-,-,a,-,-,b,3,k,3,-,-,-,-,-,-
bara1380,-,h,-,o,b,i,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,3,-,-,-,-,-,-
macu1260,-,-,-,-,b,e,-,r,o,-,-,-,-,-,-,-,-,-,a,-,-,b,3,k,3,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,b,-,i,k,i,d,a,-,i,r,-,-,o,-,-,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,u,-,-,-,b,-,i,k,-,-,3,-,-,d,-,-,3,-,-,-,-,-,-
tuca1252,-,-,-,-,b,-,-,-,u,-,-,-,b,-,i,-,-,-,a,-,-,w,-,-,3,-,-,-,-,-,-
desa1247,-,-,-,-,b,-,-,-,o,-,-,-,b,-,-,-,-,-,e,-,-,b,-,-,3,-,-,-,-,-,-
