language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
piap1246,-,-,-,-,-,w,-,a,u,b,-,a,-,-,n,-,-,a,-,-,-
acha1250,-,-,t,-,-,S,-,a,-,-,-,a,-,-,l,i,d,e,-,-,-
curr1243,n,o,t,-,-,s,-,o,-,p,-,a,-,-,n,-,-,a,-,-,-
tari1256,-,-,-,-,-,p,-,i,-,b,-,i,-,-,t,e,p,e,-,-,-
tari1256,u,a,k,a,-,l,-,i,-,p,-,i,-,-,d,-,-,a,-,-,-
yucu1253,-,-,-,-,-,-,-,-,-,p,-,a,-,-,n,a,h,i,-,-,-
cabi1241,-,-,-,-,-,7,-,i,u,p,-,a,-,-,n,-,-,a,-,-,-
resi1247,-,-,-,-,-,-,-,o,-,p,a,a,-,-,n,-,-,u,-,-,-
wayu1243,-,-,-,-,-,s,-,3,-,p,-,a,-,-,n,-,-,a,-,-,-
wayu1243,-,-,-,-,-,s,-,-,-,p,-,a,-,-,n,-,-,a,-,-,-
guah1255,-,-,p,e,-,h,-,a,-,p,-,a,-,-,t,-,-,o,-,-,-
guah1255,-,-,p,i,-,h,-,a,-,p,-,a,-,-,t,-,-,o,-,-,-
cuib1242,-,-,p,e,-,h,-,a,-,p,-,a,-,-,t,-,-,o,-,-,-
play1240,-,-,p,i,-,h,-,a,-,p,-,a,-,-,t,-,-,o,-,-,-
maca1259,-,-,p,i,-,-,-,a,-,p,-,a,-,-,t,-,-,-,-,-,-
guay1257,-,-,p,a,-,h,-,a,-,p,-,-,-,-,t,-,-,-,-,-,-
guay1257,-,-,p,e,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1256,-,-,-,-,-,-,-,-,-,b,-,a,-,-,n,o,-,i,-,-,-
nupo1240,-,-,-,-,-,-,-,-,-,b,-,a,-,-,n,o,h,u,-,-,-
muru1274,-,-,-,-,-,-,-,-,-,b,-,a,-,-,n,o,-,i,-,-,-
ocai1244,-,-,-,-,-,-,-,-,-,p,-,a,-,-,7,u,x,o,-,-,-
muin1242,-,-,-,i,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
muin1242,-,-,-,i,-,g,-,-,-,-,-,a,-,-,n,-,-,o,-,-,-
bora1263,-,-,-,i,7,k,-,-,-,w,-,a,-,-,n,-,-,e,-,-,-
bora1263,-,-,-,-,-,k,-,-,-,w,-,a,-,-,n,-,-,e,-,-,-
bora1263,-,-,-,i,7,k,-,-,-,w,-,a,-,-,n,-,-,e,-,-,-
bora1263,-,-,m,e,7,k,-,-,-,w,-,a,-,-,n,-,-,e,-,-,-
bora1263,-,-,-,-,-,k,-,-,-,w,-,a,-,-,n,e,n,e,-,-,-
yuru1263,-,-,-,-,-,y,-,e,-,b,-,e,t,u,t,-,-,i,-,-,-
tuyu1244,-,-,-,-,-,y,-,e,-,b,-,e,t,u,t,-,-,i,-,-,-
waim1255,-,-,-,-,-,y,-,e,-,b,-,e,r,i,t,-,-,i,-,-,-
waim1255,-,-,-,-,-,y,-,e,-,b,-,e,r,i,t,-,-,i,-,-,-
waim1255,-,-,-,-,-,y,-,e,-,b,-,e,d,i,t,-,-,i,-,-,-
cara1272,-,-,-,-,-,y,-,e,-,b,-,e,r,i,t,-,-,i,-,-,-
tatu1247,-,-,-,-,-,y,-,e,-,b,-,e,r,i,t,-,-,i,-,-,-
bara1380,-,-,-,-,-,y,-,e,-,b,-,e,r,i,t,-,-,i,-,-,-
macu1260,-,-,-,-,-,y,-,e,-,b,-,e,r,i,t,-,-,i,-,-,-
guan1269,-,-,-,-,-,y,-,e,7,b,-,e,-,-,-,-,-,-,-,-,-
pira1254,-,-,-,-,-,y,-,a,7,b,-,a,-,-,-,-,-,-,-,-,-
tuca1252,-,-,-,-,-,y,-,e,7,b,-,e,t,u,r,-,-,i,-,-,-
desa1247,-,-,-,-,-,y,-,e,7,b,-,e,-,-,-,-,-,-,-,-,-
siri1274,-,-,-,-,-,y,-,e,7,b,-,e,-,-,-,-,-,-,-,-,-
tani1257,-,-,-,-,-,k,-,a,-,7,-,-,-,-,s,-,-,i,-,a,-
cube1242,-,-,-,-,-,-,-,-,-,p,-,e,d,-,-,-,-,i,b,o,-
kore1283,-,-,d,-,-,Z,-,e,-,m,-,e,-,-,p,-,-,3,-,-,-
sion1247,-,-,-,-,-,z,-,e,-,m,-,e,-,-,b,-,-,3,-,-,-
seco1241,-,-,-,-,-,s,-,e,-,m,-,e,-,-,-,-,-,-,-,-,-
orej1242,-,-,-,-,-,d,-,e,-,b,-,e,-,-,b,-,-,3,-,-,-
cacu1241,-,-,-,-,-,d,-,e,-,b,d,a,-,-,7,-,-,-,-,-,-
nuka1242,-,-,-,-,-,t,-,-,-,S,-,a,-,-,l,-,-,u,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,m,-,o,-,-,n,a,m,o,t,-,-
mala1522,-,-,-,a,n,Z,-,-,-,b,-,i,-,-,t,-,-,a,-,-,-
arhu1242,-,-,-,-,-,-,-,-,-,h,-,i,g,-,r,-,-,u,-,-,-
cogu1240,-,-,-,3,-,-,-,-,-,b,-,i,-,-,t,-,-,3,-,-,-
cent2150,-,-,k,u,-,7,k,u,-,b,-,-,-,-,-,-,-,a,-,-,-
chim1309,-,-,k,a,-,-,-,a,-,w,-,i,-,-,7,-,-,-,-,-,-
chac1249,-,-,-,a,-,h,-,-,-,p,-,a,-,-,-,-,-,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,h,-,a,-,-,k,-,-,e,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,5,-,a,n,-,t,u,n,u,-,-,l
toto1306,-,-,-,-,-,-,-,-,-,y,-,a,-,-,l,-,-,3,m,a,S
guam1248,-,-,-,-,-,-,-,-,-,y,-,a,-,-,l,-,-,3,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,s,-,u,-,-,n,-,g,u,-,-,-
cams1241,-,-,b,e,-,-,-,-,-,k,-,o,-,-,t,S,k,a,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,m,-,e,-,-,7,-,k,y,-,-,-
embe1260,-,-,-,-,-,t,-,-,-,h,-,-,-,-,r,e,-,i,-,-,-
embe1260,-,-,-,-,-,t,-,-,-,h,-,-,-,-,r,a,-,i,-,-,-
nort2972,-,-,-,-,-,t,-,-,-,h,-,a,-,-,r,-,-,i,-,-,-
epen1239,-,-,-,-,-,t,-,-,-,h,-,a,-,-,r,-,-,i,-,-,-
epen1239,-,-,-,-,-,t,-,-,-,h,-,a,-,-,r,-,-,i,-,-,-
embe1261,-,-,-,-,-,t,-,-,-,h,-,a,-,-,r,-,-,i,-,-,-
embe1262,-,-,-,-,-,t,-,-,-,h,-,a,-,-,r,-,-,i,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,3,-,-,-
yukp1241,-,-,-,3,-,t,-,-,-,-,-,o,-,-,r,-,-,e,-,-,-
cari1279,-,-,-,e,-,r,-,-,-,-,-,e,-,-,r,-,-,i,-,-,-
