language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
piap1246,-,-,-,-,w,-,-,a,-,u,-,w,i,w,a,-,u,-,-,-,-,-,-,w,-,-,i,-
piap1246,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,w,-,-,i,-
acha1250,-,-,-,-,w,-,-,i,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-
curr1243,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,e,n,-,-,i,-
tari1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,t,-,S,-,-,e,n,-,-,i,-
tari1256,-,-,-,-,t,-,-,a,-,-,-,-,-,p,-,-,i,t,-,i,-,-,a,l,-,-,e,-
yucu1253,-,-,-,-,w,-,-,e,7,e,x,w,i,w,a,-,i,7,i,x,-,-,-,w,-,-,i,-
yucu1253,-,-,-,-,w,-,-,e,7,e,-,-,-,-,-,-,-,-,-,x,-,-,-,w,-,-,i,-
cabi1241,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,i,-
resi1247,-,-,-,-,h,-,-,e,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,-,-,o,-
wayu1243,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,t,-,S,-,-,e,7,-,-,e,-
guah1255,-,-,-,-,p,-,-,e,m,u,x,-,-,-,-,-,u,-,-,y,-,-,o,r,o,t,o,-
cuib1242,-,-,-,-,p,-,-,e,m,u,x,-,-,-,-,-,u,-,-,y,-,-,o,r,o,t,o,-
play1240,-,-,-,-,p,-,-,e,m,u,x,-,-,-,-,-,u,-,-,y,-,-,o,r,o,t,o,-
maca1259,-,-,-,-,p,-,-,e,m,-,k,-,-,-,-,-,-,-,-,-,-,-,o,r,a,t,-,-
guay1257,-,-,-,-,p,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-
sali1298,-,-,-,-,-,-,-,a,-,-,x,-,-,-,-,-,-,-,-,-,-,-,o,x,-,-,o,-
mini1256,-,-,-,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-
nupo1240,-,-,-,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-
muru1274,-,-,-,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-
ocai1244,-,-,-,-,x,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,o,-,o,-
muin1242,-,-,-,-,n,3,x,3,m,-,-,-,-,-,-,-,-,-,-,-,-,-,e,7,-,-,u,-
bora1263,-,-,-,-,n,-,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,-,-,o,-
bora1263,-,-,-,-,n,-,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,-,-,o,-
bora1263,-,i,-,-,5,-,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,-,-,o,-
yuru1263,-,-,-,-,k,-,-,a,-,-,-,-,-,b,-,-,o,-,-,p,-,-,e,r,-,-,o,-
tuyu1244,-,-,-,-,k,-,-,a,-,-,-,-,-,b,-,-,o,-,-,p,-,-,e,r,-,-,o,-
waim1255,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,o,-,-,p,-,-,e,r,-,-,o,-
waim1255,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,o,-,-,p,-,-,e,r,-,-,o,-
cara1272,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,o,-,-,-,-,-,o,r,-,-,o,-
tatu1247,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,o,-,-,-,-,-,o,r,-,-,o,-
bara1380,-,-,-,-,g,-,-,a,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,r,-,-,o,-
macu1260,-,-,-,-,g,-,-,a,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,r,-,-,o,-
guan1269,-,-,-,-,k,-,-,a,-,-,7,-,-,b,-,-,-,-,-,-,-,-,o,d,-,-,o,-
pira1254,-,-,-,-,k,-,-,a,-,-,7,-,-,b,-,-,-,-,-,-,-,-,o,d,-,-,o,-
tuca1252,-,-,-,-,-,-,-,o,-,-,7,-,-,b,-,-,e,-,-,p,-,-,e,r,-,-,o,-
desa1247,-,-,-,-,g,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,i,r,-,-,o,-
siri1274,-,-,-,-,g,-,-,a,-,-,7,-,-,b,-,-,-,-,-,-,-,-,i,p,-,-,u,-
tani1257,-,-,-,-,-,-,-,a,-,-,7,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,a,-
cube1242,-,-,-,-,k,-,-,a,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,k,-,-,a,-
kore1283,-,-,-,-,k,-,-,a,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,r,-,-,o,-
sion1247,-,-,-,-,g,-,-,a,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,d,-,-,o,-
seco1241,-,-,-,-,k,-,-,a,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,d,-,-,o,-
orej1242,-,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,d,-,-,o,-
orej1242,-,-,-,-,g,-,-,a,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,d,-,-,o,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,-,l,-,-,i,t,-,S,o,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,n,-,-,i,n,-,-,3,i
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,t,-,-,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,d,-,-,o,k
mala1522,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,-,w,-,-,a,-
arhu1242,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,-,w,-,-,3,-
cogu1240,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,x,-,-,-,-,-,-,a,-
cent2150,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,a,h,-,-,a,-
cent2150,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,a,S,-,-,a,-
chim1309,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,s,-,-,a,k,-,-,a,-
bari1297,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,t,S,i,r,-,-,3,-
chac1249,p,u,N,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,i,-,-,-,-,-
colo1256,p,u,n,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
awac1239,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,i,l,-,-,-,-
toto1306,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,o,-
guam1248,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,u,-
inga1252,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,r,-,-,i,-
cams1241,m,a,t,s,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,a,S,-,-,e,-
paez1247,-,-,t,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,7,w,-,e,-
embe1260,-,-,-,-,k,-,-,-,-,-,-,-,-,h,3,w,3,-,-,-,-,-,-,r,-,-,u,-
nort2972,-,-,-,-,k,-,-,-,-,-,-,-,-,h,3,w,3,-,-,-,-,-,-,r,-,-,u,-
nort2972,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,3,-,-,-,-,-,-,r,-,-,u,-
epen1239,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,3,-,-,-,-,-,-,r,-,-,3,-
epen1239,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,3,-,-,-,-,-,-,r,-,-,3,-
embe1261,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,3,-,-,-,-,-,-,r,-,-,3,-
embe1262,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,3,-,-,-,-,-,-,r,-,-,3,-
woun1238,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,t,-,-,S,-
yukp1241,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,a,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,-,u,r,-,-,u,-
