language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
piap1246,-,-,m,-,a,-,-,-,-,t,-,S,u,-,-,-,-,k,-,-,-,-,a,-,-,-,-
acha1250,-,-,k,-,a,-,-,-,-,t,i,w,i,-,-,-,-,y,-,-,-,-,a,-,-,-,-
acha1250,i,-,n,-,a,-,-,-,-,-,-,b,i,-,-,-,-,S,-,-,-,-,i,-,-,-,-
curr1243,-,-,m,-,a,-,-,-,-,-,-,S,u,-,-,-,-,k,-,-,-,-,a,-,-,-,-
yucu1253,-,-,-,-,i,-,-,-,-,t,u,7,u,-,-,-,-,r,-,-,-,-,u,-,-,-,-
resi1247,-,-,p,-,e,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,i,-,-,-,-
wayu1243,-,-,h,-,o,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-
guah1255,-,-,m,-,a,-,-,-,-,t,-,s,u,-,-,-,-,k,-,-,-,-,a,-,-,-,-
guah1255,-,-,m,-,a,-,-,-,-,t,-,s,u,-,-,-,-,k,-,-,-,-,a,b,e,n,o
cuib1242,-,-,m,-,a,-,-,-,-,t,-,s,u,-,-,-,-,k,u,-,-,-,a,-,-,-,-
play1240,-,-,n,-,e,-,-,-,-,w,-,-,3,-,-,-,-,x,3,b,e,n,a,-,-,-,-
maca1259,-,-,p,-,e,-,-,-,-,t,-,m,e,-,-,-,-,t,-,-,-,-,a,-,-,-,-
guay1257,-,-,b,-,a,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-,-,a,l,-,-,-
sali1298,k,-,w,-,a,-,-,-,-,d,-,-,i,-,-,-,-,h,-,-,-,-,o,-,-,-,-
mini1256,-,-,h,-,a,u,d,Z,u,t,-,S,o,-,-,-,-,m,-,-,-,-,a,-,-,-,-
nupo1240,-,-,h,-,a,u,d,Z,u,t,-,S,o,-,-,-,-,m,-,-,-,-,a,-,-,-,-
muru1274,-,-,k,-,-,o,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
muin1242,-,-,-,-,i,-,-,-,-,t,-,-,a,-,-,-,-,k,-,-,-,-,u,-,-,-,-
muin1242,-,-,m,-,a,-,-,-,-,t,-,S,u,g,-,i,-,x,-,-,-,-,3,-,-,-,-
bora1263,i,-,x,y,a,-,k,h,o,t,-,S,-,-,-,i,-,x,-,-,-,y,u,-,-,-,-
bora1263,i,-,h,y,a,-,k,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
yuru1263,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
tuyu1244,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-
waim1255,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
waim1255,-,-,w,-,e,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-
waim1255,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
cara1272,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
tatu1247,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
bara1380,d,a,h,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
macu1260,d,a,h,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guan1269,-,-,p,-,o,-,-,-,-,7,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
pira1254,-,-,p,-,o,-,-,-,-,7,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
tuca1252,-,-,p,-,o,-,-,-,-,7,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
desa1247,-,-,p,-,o,-,-,-,-,7,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-
siri1274,-,-,p,-,o,-,-,-,-,7,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-
