language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
tuyu1244,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,b,-,-,i,b,a,-,k,-,-,-,3,-,-,-,-
waim1255,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,b,-,-,i,b,a,-,l,-,-,-,3,-,-,-,-
waim1255,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
bara1380,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,b,-,-,i,-,a,-,g,-,-,-,3,-,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,u,h,i,-,-,-,h,-,-,-,u,-,-,-,-
macu1260,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
tuca1252,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,h,-,-,i,p,-,-,-,-,-,-,u,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,b,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-
siri1274,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,b,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-
tani1257,a,i,y,a,y,-,-,-,-,-,-,a,-,-,-,b,-,-,i,k,a,-,7,-,k,-,i,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,w,-,-,i,-,a,-,-,-,-,-,-,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,w,-,-,i,-,a,-,-,-,-,-,-,-,-,-,-
kore1283,-,-,-,-,p,-,-,-,-,-,-,a,-,-,i,m,-,-,i,-,a,-,-,-,-,-,3,-,-,-,-
sion1247,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,y,-,-,-,-,a,-,g,-,-,-,3,-,-,-,-
seco1241,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
orej1242,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,b,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,d,7
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,d,7
puin1248,-,-,-,-,h,-,-,-,-,-,-,3,-,-,-,b,-,-,-,-,-,-,-,-,-,-,3,-,-,t,-
hupd1244,-,-,t,-,S,-,-,-,-,-,-,3,-,-,-,b,-,-,-,-,-,-,-,-,-,-,3,-,-,y,-
mala1522,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,g,-,-,-,a,-,-,-,-
mala1522,-,-,-,-,s,-,-,-,-,-,-,i,-,-,-,b,-,-,i,-,a,-,k,u,k,w,i,-,-,-,-
arhu1242,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,x,-,-,-,a,-,-,-,-
cent2150,-,-,-,-,s,-,-,-,-,-,-,i,-,-,-,7,-,-,y,-,a,-,r,-,-,-,a,-,-,-,-
cent2150,-,-,-,-,s,-,-,-,-,-,-,i,-,-,-,7,-,-,y,-,o,-,r,-,-,-,a,-,-,-,-
chim1309,-,-,-,-,m,-,-,-,-,-,-,a,-,-,a,m,-,-,-,-,a,-,s,-,-,-,u,-,-,7,-
bari1297,-,-,t,-,S,-,-,-,-,-,-,i,-,-,-,b,-,-,-,-,a,y,r,-,-,-,3,-,-,-,-
chac1249,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,p,-,-,-,e,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,e,-,-,-,-
awac1239,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,a,-,p,-,t,S,a,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,3,-,-,l,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,i,l,y,a,-,-,-,-
cams1241,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,S,k,o,n,-,a,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,7,-,t,-,e,-,-,-,-
embe1260,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,e,-,k,-,-,h,o,-,-,-,-
nort2972,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,e,-,k,-,-,h,o,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,-,-,-,n,e,-,-,-,-
epen1239,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,e,-,k,-,-,h,o,-,-,-,-
embe1261,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,e,-,k,-,-,h,o,-,-,-,-
embe1262,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,e,-,k,-,-,h,o,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,d,-,-,-,-,a,-,-,-,-,-,u,-,-,-,-
yukp1241,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,u,-,-,n,a
