language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
piap1246,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,S,-,a,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-
piap1246,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,S,-,a,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-
acha1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,S,-,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-
curr1243,-,-,-,-,-,l,-,-,i,-,-,-,-,-,-,-,S,-,u,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-
tari1256,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,h,-,e,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-
yucu1253,-,-,-,-,-,-,-,-,i,-,-,-,-,-,7,i,w,-,a,-,w,i,-,h,-,-,-,-,-,i,-,-,-,-
cabi1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,i,-,r,-,-,-,-,-,e,-,-,-,-
resi1247,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-
wayu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,u,-,7,u,-,w,-,-,-,-,-,a,-,-,-,-
wayu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,u,-,7,u,-,w,-,-,-,-,-,a,-,-,-,-
guah1255,-,-,-,-,-,p,-,-,e,m,-,a,-,-,t,-,-,-,a,-,-,e,-,t,-,-,-,-,-,o,-,-,-,-
cuib1242,-,-,-,-,-,p,-,-,e,n,-,-,-,-,t,-,-,-,e,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-
play1240,-,-,-,-,-,p,-,-,e,m,-,a,t,7,t,-,-,-,e,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-
maca1259,-,-,-,-,-,m,-,-,-,-,-,a,-,-,t,-,-,-,i,-,-,e,-,t,-,-,-,-,-,-,-,-,-,-
guay1257,-,-,-,-,-,p,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-
sali1298,-,-,-,-,-,t,-,-,u,7,-,a,-,-,d,-,Z,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-
sali1298,-,-,-,-,-,t,-,-,u,7,w,a,-,7,d,-,Z,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-
mini1256,-,-,-,-,-,8,-,-,i,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
nupo1240,-,-,-,-,-,t,-,-,i,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
muru1274,-,-,-,-,-,8,-,-,i,-,-,-,-,-,-,-,g,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
muru1274,-,-,-,-,-,8,-,-,i,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
ocai1244,-,-,-,-,-,m,-,-,o,-,-,-,-,-,-,-,k,a,a,-,-,-,-,t,-,-,-,-,y,o,-,-,-,-
muin1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,u,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,y,-,a,a,p,e,x,t,-,-,-,-,h,o,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,h,-,a,-,x,i,x,t,-,-,-,-,h,o,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,h,-,-,-,-,-,y,o,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,h,-,-,-,-,e,h,t,-,-,-,-,h,o,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,a,-,w,i,-,r,-,-,-,-,-,o,-,-,-,-
tuyu1244,-,-,-,-,-,k,a,p,e,-,-,-,-,-,-,-,s,-,a,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-
waim1255,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-
waim1255,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,t,-,a,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-
cara1272,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,a,y,-,a,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-
tatu1247,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bara1380,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-
macu1260,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-
guan1269,-,-,-,-,-,s,-,-,a,-,-,-,-,-,-,-,7,-,a,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-
