language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
pira1254,-,-,-,-,-,s,-,-,a,-,-,-,-,-,-,-,7,-,a,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-
tuca1252,k,a,p,e,-,s,-,-,a,-,-,-,-,-,-,-,7,-,a,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-
desa1247,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,s,-,a,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-
siri1274,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,s,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-
tani1257,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-
cube1242,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,w,-,a,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-
kore1283,-,-,b,a,-,k,-,-,a,-,-,-,-,-,r,-,-,-,u,-,r,u,-,b,-,-,-,-,-,3,-,-,-,-
sion1247,-,-,-,-,-,k,-,-,a,-,-,-,-,-,t,-,S,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seco1241,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,y,-,o,-,-,-,-,w,-,-,-,-,-,3,-,-,-,-
orej1242,-,-,-,-,-,h,-,-,e,-,-,-,-,-,h,o,s,-,a,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-
cacu1241,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-
nuka1242,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,w,-,a,-,-,-,-,l,-,-,-,-,-,o,-,7,-,-
puin1248,m,-,-,o,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,s,-,-,-,-,-,e,-,w,-,-
mala1522,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,S,u,-,-,-,-
arhu1242,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,u,-,-,-,-
arhu1242,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,a,-,-,-,-
cogu1240,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,t,-,-,-,-,S,u,-,-,-,-
cent2150,k,-,w,i,s,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-
chim1309,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,a,-,t,-,-,-,-,y,u,k,r,a,7
bari1297,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,a,-,n,-,-,-,-,-,3,-,-,-,-
chac1249,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,u,-,-,-,-
colo1256,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,s,i,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,u,-,l,-,-
guam1248,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,-,-,u,-,l,-,-
inga1252,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,u,-,-,-,-
cams1241,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,s,-,3,-,-,-,-,t,x,o,n,3,S,e,-,-,-,-
paez1247,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,u,-,-,-,-
woun1238,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,-,-,-,-,-
yukp1241,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,a,-,-,w,u,-,-,-,-
cari1279,-,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,S,o,-,r,i,-
