language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
piap1246,-,-,-,-,m,-,-,-,-,-,a,-,-,-,a,-,-,n,-,u,-,-
curr1243,o,-,-,-,m,-,-,-,-,-,a,-,w,-,a,-,-,l,-,i,-,-
tari1256,-,-,-,-,m,-,-,-,-,-,a,-,u,-,a,-,-,l,-,i,-,-
tari1256,-,-,-,-,m,a,-,-,-,-,a,-,u,-,a,-,-,l,-,i,-,-
yucu1253,-,-,-,-,p,-,-,-,-,-,i,y,u,-,-,-,-,t,-,e,-,-
wayu1243,-,-,-,-,s,-,-,-,-,-,a,r,u,-,-,-,-,t,-,-,-,-
wayu1243,-,-,-,-,s,-,-,-,-,-,a,r,u,-,-,-,-,l,-,u,-,-
guah1255,-,-,-,-,h,o,-,-,-,m,o,-,w,-,a,-,-,b,-,i,-,-
cuib1242,-,-,-,-,h,o,-,-,-,m,o,-,w,-,a,-,-,b,-,i,-,-
play1240,-,-,-,-,h,o,-,-,-,m,o,-,w,-,a,-,-,b,-,i,-,-
maca1259,-,-,-,-,h,o,-,-,-,m,o,-,-,-,e,-,-,-,-,y,-,-
guay1257,-,-,-,-,h,o,-,-,-,m,-,-,b,-,o,-,-,-,-,i,-,-
sali1298,-,-,-,-,d,o,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-
mini1256,-,-,-,-,n,u,-,-,-,-,-,-,-,-,i,-,-,-,-,o,-,-
nupo1240,-,-,-,-,n,u,-,-,-,-,-,-,-,-,i,-,-,-,-,o,-,-
muru1274,-,-,-,-,n,u,-,-,-,-,-,-,-,-,i,-,-,-,-,o,-,-
ocai1244,-,-,-,-,t,o,-,-,-,x,o,-,7,-,y,-,-,-,-,o,-,-
muin1242,i,g,a,i,b,-,-,-,-,-,-,-,-,-,a,-,-,t,-,3,-,-
muin1242,-,-,-,-,b,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bora1263,-,-,-,-,p,o,-,-,-,-,-,-,-,-,a,-,-,-,-,a,-,-
bora1263,-,-,-,-,-,i,-,-,-,k,-,-,w,-,a,-,-,y,-,o,-,-
bora1263,-,-,-,-,p,o,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
bora1263,-,t,-,-,h,e,-,-,-,t,-,-,h,-,e,-,-,h,-,3,-,-
yuru1263,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
tuyu1244,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
waim1255,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
waim1255,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
cara1272,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
tatu1247,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
bara1380,-,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
macu1260,-,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,d,-,o,-,-
guan1269,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,d,o,d,-,o,-,-
pira1254,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,d,o,d,-,o,-,-
tuca1252,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,r,-,o,-,-
desa1247,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,r,-,u,-,-
siri1274,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,r,-,u,-,-
tani1257,a,y,a,-,p,a,-,-,-,-,-,k,-,-,i,-,a,k,-,a,-,-
cube1242,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,k,-,3,-,-
kore1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,k,-,h,-,o,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,y,-,a,-,-
seco1241,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,y,-,o,m,i
cacu1241,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-
nuka1242,-,-,-,-,m,-,-,-,-,-,3,h,b,-,u,-,-,l,-,i,-,-
puin1248,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-
hupd1244,-,-,-,-,b,-,-,-,-,-,-,-,-,-,E,-,-,h,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,-,m,3,-,n,t,a,-,-,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,k,u,k,-,u,-,-
cogu1240,-,-,-,-,k,a,-,-,-,m,a,-,w,-,a,-,-,l,d,i,-,-
chac1249,-,-,-,-,-,-,-,-,-,v,-,-,-,-,e,-,-,s,-,u,-,-
cams1241,-,-,-,-,-,a,-,-,-,m,-,-,-,-,a,-,-,r,-,o,n,-
embe1260,-,-,-,-,h,e,-,-,-,p,-,-,h,-,a,-,-,-,-,-,-,-
nort2972,-,-,-,-,h,e,-,-,-,p,-,-,h,-,a,-,-,-,-,-,-,-
epen1239,-,-,-,-,h,e,-,-,-,p,-,-,h,-,a,-,-,-,-,-,-,-
epen1239,-,-,-,-,h,e,-,-,-,p,-,-,h,-,a,-,-,-,-,-,-,-
embe1261,-,-,-,-,h,e,-,-,-,p,-,-,h,-,a,-,-,-,-,-,-,-
embe1262,-,-,-,-,h,e,-,-,-,p,-,-,h,-,a,-,-,-,-,-,-,-
woun1238,-,-,-,-,h,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,s,a,-,-,-,m,-,-,-,-,a,-,-,m,-,u,-,-
cari1279,-,-,-,-,-,a,k,u,i,m,-,-,-,-,a,-,-,-,-,-,-,-
cari1279,-,-,-,-,7,a,k,a,i,m,-,-,-,-,a,-,-,-,-,-,-,-
