language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
piap1246,-,w,a,-,i,k,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-
acha1250,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,b,-,-,-,-,a,-,-,-,-,-,-
curr1243,-,p,a,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-
tari1256,-,p,a,-,-,k,-,-,-,-,-,-,-,-,a,-,n,i,p,-,-,-,-,e,-,-,-,-,-,-
yucu1253,a,m,a,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,h,-,-,-,-,e,-,-,-,-,-,-
resi1247,-,-,-,-,-,t,-,-,-,s,h,-,-,-,e,-,-,-,n,-,-,-,-,i,-,-,-,-,-,-
wayu1243,-,-,e,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
guah1255,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-
cuib1242,-,n,e,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-
cuib1242,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-
play1240,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-
maca1259,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
guay1257,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
sali1298,-,h,i,-,a,h,-,-,-,-,-,-,-,-,a,-,-,-,7,-,-,-,-,a,-,-,-,-,-,-
