language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
mini1256,-,-,-,-,-,-,-,-,-,e,r,-,-,-,o,-,-,i,d,-,-,-,-,e,-,-,-,-,-,-
mini1256,-,-,-,-,-,k,-,-,-,u,-,-,-,-,o,-,-,-,d,-,-,-,-,e,-,-,-,-,-,-
nupo1240,-,-,-,-,-,-,-,-,-,e,r,-,-,-,o,-,-,i,d,-,-,-,-,e,-,-,-,-,-,-
nupo1240,-,-,-,-,-,k,-,-,-,u,-,-,-,-,o,-,-,-,d,-,-,-,-,e,-,-,-,-,-,-
muru1274,-,-,-,-,-,k,-,-,-,u,-,-,-,-,o,-,-,-,d,-,-,-,-,e,-,-,-,-,-,-
ocai1244,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
muin1242,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,t,-,y,3,m,e,-,7,-,-,i,-
bora1263,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,x,-,-,e,-,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,u,x,-,-,u,k,h,u,n,u,-
bora1263,-,-,a,-,-,x,t,h,y,u,m,-,-,-,3,-,-,-,t,-,h,-,-,e,k,h,u,n,u,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,t,-,h,-,-,e,-,-,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-
tatu1247,-,-,-,-,-,t,-,-,-,-,-,-,-,-,3,-,-,-,h,-,-,-,-,3,-,-,-,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
macu1260,-,-,-,-,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,3,-,-,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,7,-,y,-,-,-,-,a,-,-,-,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,7,-,-,-,-,-,-,a,-,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,7,-,-,-,-,a,-,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
siri1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,7,-,-,-,-,a,-,-,-,-,-,-
tani1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,a,r,i,k,-,-,-,-,a,-,-,-,-,-,-
cube1242,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,y,-,-,-,-,3,-,-,-,-,-,-
kore1283,-,-,-,-,-,5,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,y,-,-,-,-,a,-,h,-,-,i,-
seco1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,h,3,7,3,-
orej1242,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,y,-,-,i,-
cacu1241,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,d,-,-,-,-
nuka1242,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,n,-,-,-,-
puin1248,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-
hupd1244,-,-,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,-,y,-,-,-,-,e,-,y,-,-,-,-
mala1522,-,-,-,-,-,t,-,-,-,-,u,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,-,-,w,a,7,k,3,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
arhu1242,-,-,-,-,-,t,-,-,-,S,w,-,-,-,3,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,-,-,-,t,-,-,-,u,w,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cent2150,-,-,i,s,-,t,-,-,-,-,-,-,-,-,i,-,-,-,n,-,r,-,-,o,-,-,-,-,-,-
cent2150,-,w,a,7,i,t,-,-,-,-,-,-,-,-,i,-,-,-,n,-,r,-,-,o,-,-,-,-,-,-
chim1309,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bari1297,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,y,-,n,-,-,-,-,3,-,-,-,-,-,-
chac1249,-,-,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-
colo1256,-,-,-,-,-,k,-,-,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,z,-,n,-,-,-,-,a,-,-,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,S,-,-,i,p
inga1252,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,w,-,-,-,-,a,-,-,-,-,y,-
cams1241,-,-,-,-,-,x,-,-,-,-,-,-,-,-,i,n,y,a,n,-,-,-,-,a,-,-,-,-,-,-
paez1247,-,-,-,-,-,t,-,-,-,-,h,-,-,-,e,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,d,-,-,-,-,u,-,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,u,-,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,a,-,-,a,-,-,-,-,u,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,s,-,-,-,-,e,-,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,t,-,a,-,-,e,-,-,-,-,-,-
