language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
piap1246,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,-,-,-,w,-,-,i,-,-,-
acha1250,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,a,-,a,-,-,-,-,w,-,-,i,-,-,-
curr1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,w,-,-,i,-,-,-
tari1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,v,-,-,i,-,-,-
tari1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,a,-,-,-,-,v,-,-,i,-,-,-
tari1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,a,-,a,-,-,v,-,-,i,-,-,-
tari1256,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,s,-,a,-,-,-,-,v,-,-,i,-,-,-
yucu1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,a,-,-,w,-,-,i,-,-,-
cabi1241,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,a,-,-,w,-,-,i,-,-,-
resi1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,i,-,-,-
resi1247,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,e,-,-,-,-,b,-,-,i,-,-,-
wayu1243,-,-,-,-,w,-,-,-,3,-,-,-,-,-,-,-,n,-,-,-,-,a,-,a,-,-,-,-,l,-,-,3,-,-,-
wayu1243,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,a,h,a,-,-,-,-,p,-,-,3,t,-,-
wayu1243,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,r,-,a
guah1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,w,-,-,3,t,h,3
cuib1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,-,-,-,3,t,h,3
play1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,w,-,-,3,t,-,3
play1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,g,u,-,i,t,-,3
maca1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,w,-,-,3,t,-,-
maca1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,w,-,-,3,t,-,o
guay1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,d,-,-
sali1298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,p,-,-,u,-,-,-
mini1256,-,-,-,-,h,a,n,-,a,d,-,-,-,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,r,-,-,i,-,-,-
mini1256,-,-,-,-,h,-,-,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
nupo1240,-,-,-,-,h,-,-,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
nupo1240,-,-,-,-,h,a,n,-,a,d,-,-,-,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,r,-,-,i,-,-,-
muru1274,-,-,-,-,h,a,n,-,a,d,-,-,-,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,r,-,-,i,-,-,-
muru1274,-,-,-,-,h,-,-,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
ocai1244,t,S,i,-,b,a,b,a,a,-,-,-,-,-,-,-,5,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ocai1244,-,-,-,-,h,o,7,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
muin1242,-,-,-,-,x,-,-,-,3,k,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,t,h,u,p,h,a,7,y,-,-,-,-,-,-,o,-,-,-,-,-,-,-,u,-,-,-
bora1263,-,-,-,-,-,-,-,-,o,7,-,i,p,-,-,-,y,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,o,7,-,i,p,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,k,a,d,3,k,-,-,3,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,k,a,r,o,k,-,-,a,-,-,-
macu1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,r,-,o
pira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,r,-,o
tuca1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
siri1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
tani1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,a
cube1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,w,-,-,i,-,-,-
kore1283,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
seco1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
seco1241,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
orej1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,w,-,d,a,k,-,-,a,-,-,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,-,-,-,-,o,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,o,t,-,d,-,-,-,-,a,n,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,7,-,-,a,b,-,-
mala1522,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,a,-,-,-,-,g,-,-,a,-,-,-
arhu1242,-,-,-,-,s,-,-,-,e,-,-,-,-,-,-,-,i,-,k,u,n,-,-,u,-,-,-,-,m,-,-,3,-,-,-
cogu1240,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,l,-,-,a,-,-,-,-,b,-,-,e,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,3,-,-,-,-,b,-,-,i,-,-,-
cent2150,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,o,k,-,-,-,w,-,-,a,-,-,-
chim1309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,o,-,-,-,-,y,-,-,u,-,-,-
bari1297,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-,b,3,r,3,-,-,-
chac1249,-,-,a,a,g,-,-,-,u,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-
colo1256,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-
toto1306,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,-
guam1248,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,-
inga1252,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,g,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,-
cams1241,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,a,-,-,-,-,5,-,-,e,-,-,-
cams1241,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,g,-,-,-,-,-,-,-,-,-,r,-,-,e,-,-,-
paez1247,-,-,-,-,t,-,-,-,y,-,-,-,-,-,-,-,i,-,k,-,-,-,-,-,-,-,-,-,l,-,y,i,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a,-,-,-,-,m,-,-,a,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a,-,-,-,-,m,-,-,a,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a,-,-,-,-,m,-,-,a,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a,-,-,-,-,m,-,-,a,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a,-,-,-,-,m,-,-,a,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a,-,-,-,-,m,-,-,a,-,-,-
woun1238,-,-,-,-,k,-,-,-,h,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,S,-,-,o,-,-,-
