language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
piap1246,-,-,-,t,-,-,-,S,e,-,-,m,-,-,-,-,-,-,-,-,a,-
acha1250,-,-,-,t,-,-,-,S,e,-,-,m,-,-,-,-,-,-,-,-,a,-
curr1243,-,-,-,-,-,-,-,i,e,-,-,m,-,-,-,-,-,-,-,-,a,-
tari1256,-,-,-,-,-,-,-,y,e,-,-,m,-,-,-,-,-,-,-,-,a,-
yucu1253,l,i,-,t,-,-,-,S,i,-,-,-,-,-,-,-,-,-,-,-,-,-
resi1247,n,i,-,t,-,-,-,s,i,-,-,-,-,-,-,-,-,-,-,-,-,-
wayu1243,-,-,-,-,-,-,-,w,a,-,i,m,-,-,-,-,-,-,-,-,a,-
wayu1243,-,-,-,-,-,-,-,y,3,-,-,-,-,-,-,-,-,-,-,-,i,-
guah1255,-,-,-,t,-,-,-,s,e,-,-,m,-,-,-,-,-,-,-,-,a,-
cuib1242,-,-,-,t,-,-,-,s,e,-,-,m,-,-,-,-,-,-,-,-,a,-
play1240,-,-,-,t,-,-,-,-,a,-,-,b,a,k,o,b,a,x,u,t,o,-
maca1259,-,-,-,k,-,-,-,-,o,-,-,h,-,-,-,-,-,-,-,-,a,-
guay1257,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
sali1298,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,e,-
mini1256,-,-,-,d,-,-,-,u,o,-,-,n,-,-,-,-,-,-,-,-,a,-
mini1256,-,-,-,d,-,-,-,Z,e,-,-,r,-,-,-,-,-,-,-,-,a,-
nupo1240,-,-,-,d,-,-,-,u,o,-,-,n,-,-,-,-,-,-,-,-,a,-
muru1274,-,-,-,d,-,-,-,u,o,-,-,n,-,-,-,-,-,-,-,-,a,-
ocai1244,-,-,-,t,-,-,-,y,o,-,-,7,o,k,-,-,-,-,-,-,o,-
muin1242,-,-,-,b,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,o,-
bora1263,-,-,-,p,-,-,-,-,a,n,-,y,-,-,-,-,-,-,-,-,e,-
bora1263,-,-,-,p,-,-,-,-,a,5,e,7,-,-,-,-,-,-,-,-,e,-
yuru1263,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
tuyu1244,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
waim1255,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
waim1255,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
cara1272,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
tatu1247,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
bara1380,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
macu1260,-,-,-,-,-,-,-,b,3,-,-,d,-,-,-,-,-,-,-,-,o,-
guan1269,-,-,-,-,-,-,-,b,3,7,-,d,-,-,-,-,-,-,-,-,o,-
pira1254,-,-,-,-,-,-,-,b,3,7,-,d,-,-,-,-,-,-,-,-,o,-
