language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
piap1246,-,-,-,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
acha1250,-,-,k,-,-,a,i,-,-,-,-,w,-,-,-,-,-,-,i,-,-,-,-,-,a,-
curr1243,-,-,h,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tari1256,-,-,k,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tari1256,-,-,k,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tari1256,-,-,k,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
yucu1253,-,-,k,-,-,a,a,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-
cabi1241,-,-,7,-,-,e,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
resi1247,-,-,h,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,-,-,-,-
wayu1243,-,-,k,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,-,-,-,-
guah1255,-,-,h,-,-,u,a,m,e,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-
guah1255,i,-,k,-,-,o,-,-,-,-,-,t,i,-,-,-,-,-,a,-,-,-,-,-,-,-
cuib1242,-,-,x,-,-,o,-,m,e,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-
play1240,e,-,k,-,-,o,-,-,-,-,-,t,i,-,-,-,-,-,a,-,-,-,-,-,-,-
play1240,-,-,h,-,-,u,a,m,e,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-
maca1259,-,-,k,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-,-
guay1257,-,-,h,-,-,u,i,m,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sali1298,-,-,h,o,x,o,-,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mini1256,-,-,h,i,t,o,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nupo1240,-,-,h,i,d,o,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
muru1274,-,-,h,i,t,o,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ocai1244,-,-,n,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-
muin1242,-,-,k,-,-,u,-,x,e,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
muin1242,-,-,n,-,-,3,-,7,3,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bora1263,-,-,n,-,-,u,-,7,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bora1263,k,-,h,-,-,o,-,-,-,-,-,h,-,-,-,-,-,-,3,h,p,h,-,-,i,-
bora1263,-,-,n,-,-,u,-,7,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bora1263,-,-,n,-,-,u,-,7,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,-
yuru1263,-,-,b,-,-,3,-,-,-,-,-,r,e,k,o,b,a,k,3,-,-,-,-,-,-,-
tuyu1244,-,-,b,-,-,3,-,-,-,-,-,r,e,k,o,b,a,k,3,-,-,-,-,-,-,-
waim1255,3,-,b,-,-,3,-,-,-,-,-,r,e,k,o,-,-,-,-,-,-,-,-,-,-,-
waim1255,3,-,b,-,-,3,-,-,-,-,-,r,i,k,o,b,a,k,3,-,-,-,-,-,-,-
bara1380,-,-,b,-,-,u,-,-,-,-,-,h,i,-,-,-,-,h,u,-,-,-,-,-,-,-
bara1380,3,-,b,-,-,3,-,-,-,-,-,-,a,-,-,-,a,g,3,-,-,-,-,-,-,-
macu1260,u,-,b,-,-,a,-,-,-,-,-,k,-,-,-,-,a,y,i,-,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,-,-,-
pira1254,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,-,-,-
tuca1252,-,-,b,-,-,u,-,-,-,-,-,h,i,-,-,p,-,-,u,-,-,-,-,-,-,-
desa1247,a,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
siri1274,a,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
tani1257,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,y,a,k,a,-,-,-,-,-,-,-
cube1242,a,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-
cube1242,a,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-
kore1283,-,-,-,-,-,3,-,-,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,-,-,-
sion1247,-,-,-,-,-,3,-,-,-,-,-,s,-,-,-,-,-,-,3,-,-,g,-,-,3,-
seco1241,-,-,-,-,-,3,-,-,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,-,-,-
orej1242,-,-,-,-,-,3,-,-,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,-,-,-
cacu1241,-,-,y,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-
nuka1242,-,-,w,-,-,i,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,7,-,-,-,-
puin1248,-,-,5,a,m,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,w,-,-,i,-,-,-,-,-,d,-,-,-,-,-,-,o,-,-,h,-,-,-,-
mala1522,-,-,m,-,-,a,-,m,a,d,-,u,-,-,-,-,-,-,i,-,-,s,-,-,a,-
arhu1242,-,-,-,-,-,-,-,-,-,d,Z,w,-,-,-,-,-,-,i,-,-,-,-,-,-,-
cogu1240,-,-,m,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
cogu1240,-,-,n,-,-,i,-,-,-,-,u,w,-,-,-,-,-,-,i,-,-,-,-,-,-,-
cent2150,-,-,r,-,-,a,-,-,-,-,-,7,s,-,-,-,-,-,a,-,-,-,-,-,-,-
chim1309,-,-,p,-,-,a,-,-,-,-,a,p,-,-,-,-,-,-,a,-,-,s,-,-,u,7
chim1309,-,-,p,-,-,e,-,n,-,-,a,r,-,-,-,-,-,-,i,-,-,t,o,r,o,7
chim1309,-,-,n,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,N,a,7
