language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
piap1246,-,-,-,t,S,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
acha1250,-,-,-,t,S,a,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-
curr1243,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-
tari1256,-,-,-,-,y,a,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
yucu1253,-,-,-,-,y,a,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
resi1247,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,i,-,o,-,-
guah1255,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,e,k,u,e,-
guah1255,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,e,k,u,-,-
cuib1242,-,-,-,t,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,e,k,u,e,-
play1240,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,n
maca1259,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,a,-,y
maca1259,-,-,-,t,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,e,k,o,-,-
guay1257,-,-,-,t,S,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,3,-,a,-,-
sali1298,-,-,-,-,m,a,l,i,n,a,-,-,-,i,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-
mini1256,-,-,-,n,-,-,-,-,-,o,-,k,a,i,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-
nupo1240,-,-,-,n,-,-,-,-,-,o,-,k,a,i,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-
muru1274,-,-,-,n,-,-,-,-,-,o,-,k,a,i,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-
ocai1244,-,-,-,5,-,-,-,-,-,o,-,x,a,a,-,7,-,t,-,S,-,-,-,-,-,-,o,-,-,-,-
ocai1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,Z,-,-,-,i,-,-,o,b,u,-,-
muin1242,-,-,-,r,-,-,-,-,-,3,-,7,-,u,-,-,-,7,-,-,-,-,-,-,-,-,-,-,u,-,-
muin1242,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,y,-,-,-,i,g,-,a,-,i,-,-
muin1242,-,-,-,x,-,-,-,-,-,3,-,k,-,3,-,-,-,g,-,-,-,-,-,-,-,-,a,-,i,-,-
muin1242,-,-,-,n,-,-,-,-,-,3,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,-
bora1263,p,e,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-,7,-,y,-,-,-,-,-,-,o,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,h,o,7,r,o,k,w,a,-,-,-,-
bora1263,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,S,-,-,-,-,-,-,e,-,-,-,-
bora1263,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
bora1263,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,S,-,-,-,-,-,-,e,-,-,-,-
yuru1263,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
tuyu1244,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
waim1255,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,e,-,-,-,-
waim1255,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,e,-,-,-,-
cara1272,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
tatu1247,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,e,-,-,-,-
bara1380,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
macu1260,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
guan1269,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-,-
pira1254,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
tuca1252,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
desa1247,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-
siri1274,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-
tani1257,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,e,-,a,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,o,-,-,e,-,w,e,-,-,-,-
kore1283,-,-,-,5,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
sion1247,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
seco1241,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
orej1242,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-
cacu1241,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-
nuka1242,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-
puin1248,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,t,S,-,-,-,-,o,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,t,-,-,-
mala1522,-,-,-,g,w,-,-,-,-,a,-,s,-,a,-,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-
arhu1242,-,-,-,t,S,-,-,-,-,a,-,7,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,-
cogu1240,-,-,-,h,u,-,-,-,-,a,-,s,-,a,-,-,-,l,-,d,-,-,-,-,-,-,e,-,-,-,-
bari1297,-,-,-,s,-,-,-,-,-,3,-,k,-,3,k,d,u,r,-,-,-,-,-,-,-,-,3,-,-,-,-
chac1249,t,-,-,S,-,-,-,-,-,a,n,d,-,u,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,o,-,l,-,i,-,n,-,t,-,s,-,-,-,-,-,-,o,-,-,-,-
