language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
piap1246,p,-,a,-,l,-,a,-,-,-,t,-,u,n,a,-,-,-,-,-
acha1250,p,-,a,-,l,a,a,-,-,-,t,-,u,n,a,-,-,-,-,-
curr1243,-,-,-,-,d,-,e,-,-,-,r,-,i,-,-,-,-,-,-,-
tari1256,-,-,-,-,d,-,e,-,-,-,r,-,i,-,-,-,-,-,-,-
yucu1253,p,-,a,-,-,-,a,-,-,-,r,-,u,-,-,-,-,-,-,-
resi1247,S,-,a,-,k,-,o,7,-,-,g,-,i,7,o,-,-,-,-,-
wayu1243,p,-,3,-,l,-,a,-,-,-,7,-,a,n,a,-,-,-,-,-
guah1255,b,-,a,-,l,-,a,-,-,-,t,-,u,n,a,-,-,-,-,-
cuib1242,b,-,a,-,r,-,a,-,-,-,t,s,u,n,a,-,-,-,-,-
play1240,b,-,a,-,l,-,a,-,-,-,t,-,u,n,a,k,u,i,t,o
maca1259,m,-,a,-,n,-,-,-,-,-,t,s,a,n,a,-,-,-,-,-
guay1257,p,-,a,-,r,-,a,-,-,-,t,-,-,n,a,-,-,-,-,-
sali1298,h,-,i,k,w,-,e,-,-,-,t,-,e,n,a,-,-,-,-,-
mini1256,-,-,o,-,g,-,o,-,-,-,d,-,-,-,o,-,-,-,-,-
nupo1240,-,-,o,-,g,-,o,-,-,-,d,-,-,-,o,-,-,-,-,-
muru1274,-,-,o,-,g,-,o,-,-,-,d,-,-,-,o,-,-,-,-,-
ocai1244,h,-,u,-,x,a,a,-,-,-,r,-,-,-,o,-,-,-,-,-
muin1242,-,-,3,-,x,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
muin1242,-,-,3,-,x,-,e,-,-,-,b,-,-,-,a,-,-,-,-,-
bora1263,-,-,u,-,h,-,3,-,-,-,7,-,-,-,o,-,-,-,-,-
