language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
piap1246,-,-,-,-,t,S,i,-,p,-,-,-,a,-,-,-,-,-,-,-,a,-,l,-,i,-
acha1250,-,-,-,-,t,S,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,i,-
curr1243,y,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
tari1256,7,e,p,i,t,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
yucu1253,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,e,-,r,-,u,-
resi1247,-,e,p,i,t,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,i,-
wayu1243,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,t,-,-,-
wayu1243,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,l,-,u,-
guah1255,-,-,-,-,-,s,i,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,i,-
cuib1242,-,-,-,-,-,s,i,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,i,-
cuib1242,-,-,-,-,-,s,i,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,i,-
play1240,-,-,-,-,-,s,i,-,p,-,-,-,a,-,-,-,-,r,-,-,a,-,r,-,i,-
maca1259,-,-,-,-,t,S,i,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-
guay1257,-,-,-,-,t,S,i,-,p,-,-,-,-,-,-,-,-,-,-,-,a,e,r,-,-,-
guay1257,-,-,-,-,t,S,a,-,p,-,-,-,-,-,-,-,-,-,-,-,a,e,r,-,-,-
sali1298,-,-,-,-,-,5,o,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,7,-,e,-
mini1256,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,-,-,t,-,-,a,-,-,-,-,-
nupo1240,-,-,-,-,t,S,o,-,b,-,-,-,e,-,-,-,-,m,-,-,a,-,-,-,-,-
muru1274,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,-,-,t,-,-,a,-,-,-,-,-
ocai1244,-,-,-,-,-,-,-,-,p,-,-,-,u,-,-,-,-,x,-,-,o,-,-,-,-,-
muin1242,-,-,-,-,-,x,3,-,g,-,-,-,a,-,-,-,-,-,-,-,a,-,x,-,e,-
bora1263,-,-,-,-,-,-,u,k,w,-,-,-,a,-,-,-,-,-,-,-,a,-,x,-,i,-
bora1263,-,-,-,-,-,-,u,k,w,-,-,-,a,-,-,-,-,-,-,-,a,-,h,-,i,-
yuru1263,-,-,-,-,k,o,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
tuyu1244,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
cara1272,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
tatu1247,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
bara1380,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
macu1260,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
guan1269,-,-,-,-,k,-,o,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pira1254,-,-,-,-,k,-,o,-,b,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuca1252,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
desa1247,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
siri1274,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
tani1257,-,-,-,-,k,-,o,-,b,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,-
cube1242,-,-,-,-,h,-,o,-,-,-,-,-,e,-,-,-,-,k,-,-,3,-,-,-,-,-
kore1283,s,u,-,-,7,-,u,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
sion1247,z,u,-,-,7,-,u,-,b,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
