language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
piap1246,-,y,-,-,a,-,-,-,-,-,-,-,l,a,-,-,k,i,-,-,-,-,-,-,-
curr1243,-,d,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,a,-,-,-,-
resi1247,-,m,e,m,e,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,o,-,-,-,-
wayu1243,u,h,-,-,o,-,-,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,-
guah1255,-,y,-,-,a,-,-,l,-,-,-,a,k,-,-,-,-,-,-,-,i,-,-,-,-
cuib1242,a,m,-,-,e,-,-,n,e,t,s,a,x,-,-,-,-,-,-,-,a,-,-,-,-
play1240,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,u,t,-,i,-,-,-,-
maca1259,-,m,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,n,-,-
guay1257,-,s,-,-,a,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,-,-,-
sali1298,d,Z,-,-,a,-,-,n,-,-,-,a,n,-,-,-,-,-,-,-,a,-,-,-,-
mini1256,-,h,-,-,a,-,-,-,-,-,-,u,g,-,-,-,-,-,-,-,a,-,b,u,-
nupo1240,-,h,-,-,a,-,-,-,-,-,-,u,g,-,-,-,-,-,-,-,a,-,b,u,-
muru1274,-,h,-,-,a,-,-,-,-,-,-,u,g,-,-,-,-,-,-,-,a,-,b,u,-
ocai1244,-,h,-,-,a,-,-,m,i,-,h,o,r,-,-,-,-,-,-,-,-,-,-,u,-
muin1242,-,m,-,-,o,-,-,m,-,-,-,o,b,-,-,-,-,-,-,-,a,-,-,-,-
bora1263,-,m,-,-,e,-,-,m,-,-,-,e,p,-,-,-,-,-,-,-,a,-,-,-,-
bora1263,-,p,a,-,a,-,-,h,u,-,r,i,p,-,-,-,-,-,-,-,a,-,-,-,-
bora1263,-,m,-,-,e,-,-,m,-,-,-,e,p,-,-,-,-,-,-,-,a,-,-,-,-
yuru1263,-,s,-,-,i,-,-,d,-,-,-,i,r,-,-,-,-,i,g,-,e,-,-,-,-
tuyu1244,-,p,-,-,e,-,-,y,-,-,-,u,r,-,-,-,-,u,-,-,-,-,-,-,-
