language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
yuru1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,o,a,r,-,-,e,k,-,-,o,-,-,-,-,-
tuyu1244,o,p,a,s,-,-,-,-,a,-,-,-,-,-,b,-,a,r,-,-,-,-,-,-,o,-,-,-,-,-
waim1255,u,p,a,k,-,-,-,-,a,-,-,-,-,-,b,-,i,y,-,-,e,p,-,-,a,-,-,-,-,-
waim1255,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-
waim1255,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-
cara1272,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,b,o,a,r,o
tatu1247,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-
bara1380,-,-,-,y,-,-,-,-,a,-,-,-,-,-,h,-,a,r,i,t,a,t,-,-,a,-,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
guan1269,-,-,-,s,-,-,-,-,a,-,7,-,-,-,b,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
pira1254,-,-,-,s,-,-,-,-,a,-,7,-,-,-,b,-,a,r,-,-,-,-,-,-,o,-,-,-,-,-
tuca1252,-,-,-,s,-,-,-,-,a,-,7,-,-,-,b,-,a,r,-,-,-,-,-,-,o,-,-,-,-,-
desa1247,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,-,-
siri1274,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,-,-
tani1257,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-
cube1242,-,-,-,d,-,-,-,-,3,-,i,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
kore1283,-,-,-,r,-,-,-,-,a,-,d,-,-,-,Z,-,a,-,-,-,-,b,-,-,3,-,-,-,-,-
seco1241,-,-,-,d,-,-,-,-,a,-,i,-,-,-,y,-,a,-,-,-,-,w,-,-,3,-,-,-,-,-
cacu1241,-,-,-,y,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-
nuka1242,-,-,-,k,u,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,l,-,-,3,-,-,-,-,-
hupd1244,-,-,-,b,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-
mala1522,-,-,-,t,-,-,-,-,i,u,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
arhu1242,-,-,-,t,-,-,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,n,-
cogu1240,-,-,-,t,-,-,-,-,i,u,w,i,-,-,x,-,3,l,-,-,-,d,-,-,3,-,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,d,o,n,3,-,-,-,-,-
chac1249,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,a,n,-,-,-,d,a,-,a,-,-,-,-,-
colo1256,-,-,-,m,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,u,-,-,-,-,-
awac1239,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-,t,-,-,a,-,-,-,m,-
toto1306,-,-,-,t,-,-,-,S,i,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,k,-
guam1248,-,-,-,t,-,-,-,S,i,-,-,-,-,-,-,-,-,-,-,-,-,l,y,-,i,-,-,-,k,-
inga1252,-,-,a,w,a,t,-,S,i,-,-,-,-,-,-,-,-,n,-,-,-,t,-,-,u,-,-,-,-,-
cams1241,-,-,-,x,a,t,3,S,a,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,e,-,-,-,-,-
paez1247,-,-,-,t,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,y
embe1260,-,-,-,s,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,s,o,-,a,-,-,-,-,-
embe1260,-,-,e,g,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,o,b,a,-,-,-,-,-
embe1260,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,a,-,-,-,-,-
nort2972,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,u,-,a,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,h,u,-,a,-,-,-,-,-
epen1239,-,-,-,e,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,-
epen1239,-,-,-,e,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,-
epen1239,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,u,-,a,-,-,-,-,-
epen1239,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,u,-,a,-,-,-,-,-
embe1261,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,u,-,a,-,-,-,-,-
embe1261,-,-,-,y,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,o,-,-,-,-,-
embe1262,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,s,u,-,a,-,-,-,-,-
embe1262,-,-,-,y,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,o,-,-,-,-,-
woun1238,-,-,-,d,-,-,-,-,u,p,h,i,-,-,-,-,-,p,-,-,-,h,i,-,e,d,u,-,g,-
cari1279,-,-,-,k,-,-,-,-,u,-,r,i,-,-,k,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-
