language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
piap1246,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,a,-,l,u
piap1246,-,-,-,-,-,-,e,-,-,-,-,-,d,-,-,-,-,a,-,-,-
acha1250,-,-,-,-,-,-,e,-,-,-,-,-,t,-,-,-,-,a,-,-,-
curr1243,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,-,a,-,r,o
tari1256,-,-,-,7,-,-,a,-,a,n,-,-,d,-,-,-,-,a,-,r,u
tari1256,-,-,-,7,-,-,a,-,-,n,-,-,d,-,-,-,-,a,-,r,u
yucu1253,-,-,-,l,-,-,a,-,-,-,-,-,7,-,-,-,-,a,-,r,u
cabi1241,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,l,u
resi1247,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,a,-,a,-,d,o
wayu1243,-,-,-,w,-,-,a,-,-,-,-,-,k,a,m,a,-,a,-,y,a
guah1255,-,-,-,m,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
cuib1242,-,-,-,m,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
play1240,-,-,-,m,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
maca1259,-,-,-,m,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
guay1257,-,-,-,m,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
sali1298,-,-,-,w,-,-,a,k,a,m,a,i,7,-,d,Z,-,a,-,-,-
mini1256,-,-,-,-,-,-,e,-,-,-,-,-,p,-,-,-,-,a,-,-,-
nupo1240,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,a,-,-,-
muru1274,-,-,-,-,-,-,e,-,-,-,-,-,p,-,-,-,-,a,-,-,-
ocai1244,-,-,-,p,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,r,o
ocai1244,-,-,-,k,u,r,a,-,-,-,-,-,m,-,-,-,-,a,-,-,-
muin1242,-,-,-,x,-,-,e,-,-,-,-,-,b,-,-,-,-,a,-,-,-
muin1242,-,e,-,r,-,-,e,-,-,-,-,-,d,-,-,-,-,a,-,-,-
muin1242,-,i,-,n,-,-,o,-,-,-,-,-,7,-,-,-,-,a,-,-,i
bora1263,-,3,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bora1263,-,i,-,5,-,-,a,-,-,-,-,-,7,-,-,-,-,a,-,-,-
bora1263,-,i,n,y,-,-,a,-,-,-,-,-,7,-,-,-,-,a,-,-,-
bora1263,-,3,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-
yuru1263,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
tuyu1244,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
waim1255,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
waim1255,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
cara1272,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
tatu1247,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bara1380,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
macu1260,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
guan1269,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
pira1254,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
tuca1252,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
desa1247,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
siri1274,-,-,-,b,-,-,a,-,-,-,-,-,h,-,-,-,-,a,-,-,-
tani1257,-,-,-,h,-,-,a,-,-,-,-,-,7,u,r,a,k,a,-,-,-
cube1242,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kore1283,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-
sion1247,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
seco1241,t,o,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
orej1242,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
cacu1241,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,w,7,-
nuka1242,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,u,7,-
hupd1244,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-
arhu1242,-,-,-,m,-,-,a,r,-,-,-,-,-,-,-,-,-,a,-,w,3
cogu1240,-,-,-,S,-,-,a,x,-,-,a,-,l,-,d,-,-,a,-,-,-
chim1309,-,-,-,k,u,a,a,k,-,-,-,-,r,-,-,-,-,a,-,-,-
bari1297,-,-,-,k,-,-,a,y,-,-,-,-,d,-,3,-,n,3,-,-,-
chac1249,-,-,-,-,-,-,a,k,-,-,a,-,r,-,-,-,-,a,-,-,-
colo1256,-,-,-,-,-,-,-,w,-,-,e,-,r,-,-,-,-,o,-,-,-
awac1239,-,-,-,w,-,-,a,k,a,m,a,-,y,-,-,-,-,a,-,-,-
inga1252,-,-,-,w,-,-,a,k,a,m,a,-,y,-,-,-,-,u,-,-,-
paez1247,-,-,-,w,-,-,e,l,-,-,-,-,y,-,-,-,-,-,-,-,-
embe1260,-,-,-,b,-,-,a,g,-,-,a,-,r,-,-,-,-,a,-,-,-
nort2972,-,-,-,p,-,-,a,g,-,-,a,-,r,-,-,-,-,a,-,-,-
epen1239,-,-,-,p,-,-,a,g,-,-,a,-,r,-,-,-,-,a,-,-,-
epen1239,-,-,-,p,-,-,a,-,-,-,a,-,r,-,-,-,-,a,-,-,-
epen1239,-,-,-,p,-,-,a,g,-,-,a,-,r,-,-,-,-,a,-,-,-
embe1262,-,-,-,b,-,-,a,-,-,-,a,-,r,-,-,-,-,a,-,-,-
woun1238,-,-,-,p,-,-,a,g,-,-,a,-,r,-,-,-,-,-,-,-,-
yukp1241,-,-,-,s,-,-,-,-,-,-,a,-,r,e,y,-,-,a,-,-,-
cari1279,-,-,-,k,-,-,u,-,-,n,o,-,r,-,-,-,-,o,-,-,-
