language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
piap1246,-,-,-,n,a,-,-,-,p,-,-,u,-,n,i,a,d,e,r,-,-,-,-,i,-,-,-,-,-
acha1250,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,-
acha1250,-,-,-,k,a,S,i,a,m,-,-,u,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
curr1243,-,-,-,p,a,-,-,-,k,-,-,a,-,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-
tari1256,-,-,-,h,e,-,-,-,p,-,-,u,-,-,-,-,-,-,p,-,-,-,-,i,n,-,-,a,-
tari1256,-,-,-,h,e,-,-,-,p,-,-,u,-,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-,-
tari1256,k,e,t,s,a,-,-,-,m,-,-,a,-,-,-,-,-,-,n,-,-,-,-,i,t,-,-,e,-
yucu1253,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,7,-,-,u,t,e,-,-,-,-,-
resi1247,-,-,-,p,-,-,-,-,-,-,-,o,-,-,-,-,t,s,h,-,-,-,-,i,7,-,m,o,-
wayu1243,-,-,-,-,-,-,-,-,p,-,-,i,-,r,-,a,t,3,s,-,-,-,-,3,-,-,-,-,-
wayu1243,-,-,-,-,-,-,-,-,p,-,-,i,-,r,-,a,t,-,s,-,-,-,-,3,-,-,-,-,-
guah1255,-,-,-,w,-,-,-,-,-,-,-,3,-,-,-,-,-,-,n,-,-,-,-,3,k,-,-,a,-
cuib1242,-,-,-,w,-,-,-,-,-,-,-,3,-,-,-,-,-,-,n,-,-,-,-,-,k,-,-,a,-
play1240,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,u,k,-,-,a,-
maca1259,-,-,-,w,-,-,-,-,-,-,-,3,-,-,-,-,-,-,n,-,-,-,-,u,k,-,-,-,-
guay1257,-,-,-,w,-,-,-,-,-,-,-,3,-,-,-,-,-,-,l,-,-,-,-,3,k,-,-,-,-
sali1298,-,-,-,h,-,-,-,-,-,-,-,i,-,7,-,-,-,-,5,-,-,-,-,-,-,-,-,a,-
mini1256,-,-,-,-,o,r,-,u,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,e,-,-,-,-,-
nupo1240,-,-,-,-,o,r,-,u,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,e,-,-,-,-,-
muru1274,-,-,-,-,o,r,-,u,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,e,-,-,-,-,-
muin1242,-,-,-,g,a,7,-,a,p,-,-,o,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-
muin1242,-,-,-,g,a,7,-,a,p,-,-,3,-,-,-,-,-,-,k,-,-,-,-,3,n,3,n,o,-
muin1242,-,-,-,g,a,t,-,-,y,-,-,u,-,-,-,-,-,-,k,-,-,-,-,3,-,-,-,-,-
bora1263,k,-,-,w,a,7,-,-,p,h,-,e,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-
bora1263,k,-,-,w,a,7,-,-,p,h,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
bora1263,k,-,-,w,a,7,-,-,p,h,-,e,k,h,-,u,n,u,n,-,-,-,-,e,-,-,-,-,-
bora1263,t,-,s,h,a,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-
yuru1263,-,-,-,d,a,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yuru1263,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
tuyu1244,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
tuyu1244,-,-,-,d,a,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,d,a,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
waim1255,-,-,-,d,a,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,r,-,-,a,-
cara1272,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,k,-,o,a,-
tatu1247,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,k,-,o,a,-
tatu1247,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,r,-,-,a,-
bara1380,-,-,-,h,3,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
bara1380,-,-,-,y,a,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
macu1260,-,-,-,y,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
macu1260,-,-,-,d,a,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
guan1269,-,-,-,w,a,7,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
guan1269,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
pira1254,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
pira1254,-,-,-,w,a,7,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tuca1252,-,-,-,b,u,7,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
tuca1252,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
desa1247,3,-,-,h,3,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
siri1274,-,-,-,-,3,-,-,-,t,-,-,3,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-
tani1257,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,r,-,-,u,r,i,k,-,-,a,-
tani1257,-,-,-,y,a,-,-,-,p,-,-,i,-,-,-,-,-,-,r,-,-,-,-,i,k,-,-,a,-
cube1242,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,i,w,-,-,3,-
cube1242,-,-,-,y,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,y,-,-,3,-
kore1283,t,-,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
kore1283,d,-,-,Z,a,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
sion1247,-,-,-,y,a,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
seco1241,t,-,-,-,i,-,-,-,m,-,-,u,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,-,-
cacu1241,-,-,-,y,a,-,-,-,w,-,-,-,-,-,-,-,-,-,d,-,-,-,-,i,-,-,-,-,-
nuka1242,-,-,-,h,E,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
puin1248,-,-,-,h,u,-,-,-,y,-,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,n
hupd1244,-,-,-,h,i,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,b,-,-,a,y
mala1522,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-,-,-,7,-,-,-,-,o,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,h,i,-,3,-,l,-,-,-,-,d,-,-,-,-,3,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,k,w,-,i,-,n,-,-,-,-,-,-,-,-,-,a,k,-,-,-,-
chim1309,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,t,-,-,-,-,i,-,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,7,i,S,i,-,7,-,-,-,-,d,3,s,o,n,3,-,-,-,-,-
chac1249,-,-,-,-,-,-,-,-,t,y,-,u,-,h,u,a,-,-,h,-,-,-,-,u,-,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,t,-,-,u,-,w,-,a,-,-,l,-,-,-,-,e,-,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,t,-,-,u,-,k,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,p,-,-,u,-,n,-,-,-,-,t,-,-,-,-,a,-,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,n,-,-,e,-,-,-,-,-,-,t,-,s,-,-,3,-,-,-,-,-
inga1252,-,-,-,-,-,-,-,-,x,-,-,u,-,n,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-
cams1241,-,-,-,-,-,-,-,-,x,-,-,u,-,-,-,-,-,-,t,-,x,e,n,a,-,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,i,-,-,-,-,p,-,-,i,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-
epen1239,-,-,-,i,-,-,-,-,p,-,-,u,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-
embe1261,-,-,-,i,-,-,-,-,b,-,-,i,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-
woun1238,-,-,-,i,-,-,-,-,p,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,t,-,-,u,-,7,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,t,-,-,u,-,w,-,a,-,-,y,-,-,-,-,e,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,t,-,-,u,-,n,-,a,-,-,h,-,-,o,k,e,-,-,-,-,-
