language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
piap1246,-,-,-,-,-,-,-,a,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
curr1243,-,-,-,-,h,-,-,a,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
yucu1253,-,-,-,-,-,-,-,a,-,-,-,7,-,-,-,a,w,a,n,-,-,-,-,-,-,a,-,-,-,-,-
resi1247,-,a,-,-,p,a,n,a,-,-,-,7,-,-,-,a,-,a,m,-,-,-,-,-,-,i,-,-,-,-,-
wayu1243,-,-,-,-,s,-,-,3,-,-,-,-,-,-,-,-,p,a,n,-,-,-,-,-,-,a,-,-,-,-,-
guah1255,-,-,-,-,n,-,-,a,e,b,a,x,-,-,-,u,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-
cuib1242,-,-,-,-,n,-,-,o,-,-,-,x,-,-,-,u,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-
play1240,-,-,-,-,n,-,-,e,-,-,-,k,-,-,-,u,-,a,n,-,-,-,-,-,-,a,-,-,-,-,-
play1240,-,-,-,-,p,-,-,e,-,-,-,k,-,-,-,u,-,a,n,-,-,-,-,-,-,a,-,-,-,-,-
maca1259,-,-,-,-,n,-,-,o,-,-,-,p,-,-,-,-,-,a,t,-,n,-,-,-,-,e,-,-,-,-,-
guay1257,-,-,-,-,n,-,-,e,-,-,-,p,-,-,-,-,-,3,t,-,-,-,-,-,-,-,-,-,-,-,-
sali1298,-,-,-,-,-,-,-,o,-,-,-,x,-,-,-,-,-,o,x,-,-,-,-,-,-,o,-,-,-,-,-
mini1256,-,-,-,-,-,-,-,i,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
nupo1240,-,-,-,-,r,-,-,a,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
muru1274,-,-,-,-,-,-,-,i,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
ocai1244,-,o,-,-,p,a,-,a,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
muin1242,-,3,-,-,m,-,-,o,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
bora1263,-,u,m,e,7,-,-,e,-,-,-,7,-,-,-,a,-,a,m,-,-,-,-,-,-,3,-,-,-,-,-
bora1263,-,3,-,-,n,-,-,a,-,-,-,7,-,-,-,a,-,a,m,-,-,-,-,-,-,3,-,-,-,-,-
yuru1263,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,3,-,-,g,-,-,-,-,-,-,3,-,-,-,-,-
tuyu1244,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waim1255,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,3,-,-,g,-,-,-,-,-,-,3,-,-,-,-,-
cara1272,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tatu1247,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
bara1380,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
macu1260,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
guan1269,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,3,-,-,k,-,-,-,-,-,-,3,-,-,-,-,-
pira1254,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,3,-,-,g,-,-,-,-,-,-,3,-,-,-,-,-
tuca1252,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-
desa1247,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,3,-,-,g,-,-,-,-,-,-,3,-,-,-,-,-
siri1274,-,-,-,-,y,-,-,u,-,-,-,k,-,-,-,3,-,-,g,-,-,-,-,-,-,3,-,-,-,-,-
tani1257,-,-,-,-,y,a,p,u,-,-,-,p,-,-,-,u,-,-,y,-,u,-,-,-,-,a,-,-,-,-,-
cube1242,-,-,-,-,h,-,-,o,-,-,-,k,-,-,-,3,y,o,k,-,-,-,-,-,-,a,-,-,-,-,-
kore1283,-,-,-,-,s,-,-,u,-,-,-,k,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,-,-
sion1247,-,-,-,-,s,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
seco1241,-,-,-,-,h,-,-,a,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
cacu1241,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
