language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
nuka1242,-,-,-,-,y,-,-,3,-,-,-,g,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,t,-,-
puin1248,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,3,n,a,t,-,-,-,-,-,-,a,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,3,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,3,l,-,d,-,i,x,-,-,-,a,-,-,-,i,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,r,-,k,-,a,h,-,-,-,a,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,r,-,k,-,a,S,-,-,-,a,-,-,-,-,-
chim1309,r,u,N,-,h,-,-,a,-,-,-,k,-,-,-,a,-,-,k,-,a,-,-,-,-,a,-,-,-,-,-
chim1309,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,k,-,a,-,-,-,-,a,-,-,-,-,-
chac1249,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,a,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,t,-,s,-,-,-,-,-,-,-,-,-,-,-,i,-,-,d,e,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
toto1306,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,u,S,i,S,i,k
guam1248,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,u,S,-,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,a,n,-,g,-,-,-,-,-,-,a,-,-,-,-,-
cams1241,-,-,-,-,-,-,-,-,-,-,-,t,s,b,u,a,n,a,t,-,-,S,-,-,-,e,-,-,-,-,-
paez1247,-,-,-,-,p,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,i,-,-,d,-,u,-,-,-,-,a,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,e,-,-,t,-,u,-,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,i,-,-,t,-,u,-,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,i,-,-,t,-,u,-,-,-,-,a,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,i,-,-,d,-,u,-,-,-,-,a,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,i,-,-,d,-,u,-,-,-,-,a,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,i,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,e,-,-,t,S,-,-,-,-,-,a,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,e,-,-,t,S,a,p,-,a,n,e,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,e,-,-,-,-,-,b,e,a,r,i,-,-,-,-,-
