language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
piap1246,-,-,-,-,-,k,-,a,-,-,-,-,i,-,n,-,-,-,i,-,-,-,-
acha1250,-,-,-,-,-,-,-,a,-,-,a,l,i,-,Z,-,-,-,i,-,-,-,-
curr1243,-,-,-,-,-,k,-,a,-,-,-,-,i,-,n,-,-,-,i,-,-,-,-
tari1256,-,-,-,-,-,k,-,a,-,-,-,-,i,-,n,-,-,-,i,-,-,-,-
tari1256,-,-,-,-,-,k,-,i,n,-,i,k,i,-,n,-,-,-,i,p,-,e,-
yucu1253,-,-,-,-,-,k,-,a,-,-,-,h,i,-,r,-,-,-,u,-,-,-,-
cabi1241,-,-,-,-,-,k,-,a,-,-,-,-,a,-,y,-,-,-,i,-,-,-,-
resi1247,-,-,-,-,-,k,-,a,-,-,-,-,a,-,n,-,-,-,i,-,-,-,-
resi1247,-,-,-,-,-,k,-,a,d,-,-,Z,i,-,g,-,-,-,i,-,-,-,-
wayu1243,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
guah1255,-,-,-,n,e,w,-,a,-,-,-,-,-,-,h,-,-,-,3,-,-,-,-
guah1255,-,-,-,-,-,b,-,a,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-
cuib1242,-,-,-,-,-,n,-,e,-,-,-,-,-,-,w,-,-,-,3,-,-,-,-
cuib1242,-,-,-,-,-,b,-,a,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-
play1240,-,-,-,n,e,b,-,3,-,-,-,-,-,-,h,-,-,-,3,-,-,-,-
play1240,-,-,-,n,e,b,-,3,-,-,-,-,-,-,h,-,-,-,3,-,-,-,-
maca1259,-,-,-,-,-,b,-,a,-,-,-,-,u,-,h,-,-,-,a,-,-,-,-
maca1259,-,-,-,n,e,h,-,3,-,-,-,-,-,-,h,-,-,-,a,-,-,-,-
guay1257,-,-,-,-,-,h,-,a,l,-,-,w,3,a,h,-,-,-,-,-,-,-,-
guay1257,-,-,-,-,-,b,-,a,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-
sali1298,-,-,-,-,-,-,-,a,-,-,-,-,i,-,x,-,-,-,i,-,-,-,-
mini1256,-,-,-,-,-,h,-,u,-,-,-,-,-,-,h,-,-,-,u,-,-,-,-
mini1256,-,-,-,-,-,m,-,a,-,-,-,-,i,-,k,-,-,-,a,-,-,-,-
mini1256,-,-,-,-,-,h,-,u,-,-,-,-,-,-,8,-,-,-,i,-,-,-,-
nupo1240,-,-,-,-,-,m,-,a,-,-,-,-,i,-,k,-,-,-,a,-,-,-,-
nupo1240,-,-,-,-,-,h,-,u,-,-,-,-,-,-,t,-,-,-,i,-,-,-,-
nupo1240,-,-,-,-,-,h,-,u,-,-,-,-,-,-,h,-,-,-,u,-,-,-,-
muru1274,-,-,-,-,-,m,-,a,-,-,-,-,i,-,k,-,-,-,a,-,-,-,-
muru1274,-,-,-,-,-,h,-,u,-,-,-,-,-,-,8,-,-,-,i,-,-,e,-
muru1274,-,-,-,-,-,h,-,u,-,-,-,-,-,-,h,-,-,-,u,-,-,-,-
ocai1244,-,-,-,-,-,m,-,-,-,-,a,-,a,-,h,-,-,-,i,-,-,-,-
ocai1244,-,-,-,-,-,h,-,o,7,t,a,-,a,-,t,-,-,-,i,-,-,-,-
ocai1244,-,-,-,-,o,x,-,o,m,-,-,-,a,-,t,-,s,-,i,r,-,a,-
ocai1244,-,-,-,-,o,x,-,o,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-
muin1242,-,-,-,-,-,x,-,a,-,-,-,-,a,-,r,-,-,-,a,-,-,-,-
muin1242,-,-,-,-,-,p,-,e,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-
bora1263,-,-,-,-,-,p,h,a,-,-,-,-,-,-,y,o,m,-,u,-,-,-,-
bora1263,-,-,-,-,-,p,h,3,-,-,-,-,-,-,k,-,h,a,a,-,-,-,-
bora1263,-,-,-,-,-,p,-,a,-,-,-,-,a,-,x,u,r,-,i,-,-,-,-
bora1263,-,-,-,-,-,p,h,3,-,-,-,-,-,-,k,-,h,a,a,-,-,-,-
bora1263,-,-,-,-,-,p,-,a,-,-,-,-,a,-,h,u,r,-,i,-,-,-,-
yuru1263,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
