language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
piap1246,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,i,-
acha1250,-,-,-,S,-,-,-,-,-,-,i,-,a,t,-,a,-,i,-
curr1243,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,i,-
tari1256,-,-,-,7,-,-,-,-,-,-,u,-,-,n,-,-,-,i,-
tari1256,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,i,-
yucu1253,-,-,-,h,-,-,-,-,-,-,u,-,-,n,-,-,-,i,-
cabi1241,-,-,-,7,-,-,-,-,-,-,u,-,-,n,-,-,-,i,-
bani1254,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,i,-
resi1247,-,-,-,h,-,-,-,-,-,-,o,-,-,n,-,-,-,i,-
wayu1243,-,-,-,w,-,-,-,-,-,-,3,-,i,n,-,-,-,-,-
guah1255,-,-,-,m,-,-,-,-,-,-,e,-,-,r,-,-,-,a,-
cuib1242,-,-,-,m,-,-,-,-,-,-,e,-,-,r,-,-,-,a,-
play1240,-,-,-,m,-,-,-,-,-,-,i,-,-,n,-,-,-,i,-
maca1259,-,-,-,m,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-
guay1257,-,-,-,m,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-
sali1298,-,-,-,k,-,-,-,-,-,-,a,-,-,7,-,-,-,a,-
mini1256,-,-,-,h,-,-,-,-,a,-,u,-,-,n,-,o,-,i,-
nupo1240,-,-,-,h,-,-,-,-,a,-,u,-,-,n,-,o,-,i,-
muru1274,-,-,-,h,-,-,-,-,-,-,u,-,-,n,-,u,-,i,-
ocai1244,-,-,-,5,-,-,-,-,o,-,o,-,-,h,-,u,-,-,-
ocai1244,-,-,-,5,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-
muin1242,n,3,-,p,-,-,-,-,a,-,i,-,-,7,-,u,-,-,-
muin1242,n,3,-,p,-,-,-,-,a,-,i,-,-,7,-,u,-,-,-
muin1242,-,-,-,p,-,-,-,-,a,-,i,-,-,7,-,u,-,-,-
bora1263,n,u,h,p,-,-,-,h,a,-,y,-,-,-,-,o,-,-,-
bora1263,n,u,x,p,-,-,-,h,a,-,y,-,-,-,-,o,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
macu1260,-,i,-,d,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,o,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,o,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
desa1247,-,-,-,d,-,-,-,-,-,-,e,-,-,k,-,o,-,-,-
siri1274,-,-,-,d,-,-,-,-,-,-,e,-,-,k,-,o,-,-,-
tani1257,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,a,-
cube1242,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
kore1283,-,-,-,-,-,-,-,-,-,-,o,-,-,k,h,o,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
seco1241,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
orej1242,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,o,-,-,-
cacu1241,-,-,-,b,-,-,-,-,-,-,a,-,-,7,-,-,-,-,-
nuka1242,-,-,-,k,-,-,-,-,-,-,a,-,a,n,-,d,-,e,-
puin1248,-,-,-,-,-,-,-,-,-,-,3,-,-,t,-,-,-,-,-
hupd1244,-,-,-,d,-,-,-,-,-,-,e,-,-,h,-,-,-,-,-
mala1522,-,-,-,d,-,-,-,-,-,-,i,-,-,r,-,a,-,-,-
