language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
piap1246,-,a,u,l,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1250,-,a,u,l,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
curr1243,-,-,t,s,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-
tari1256,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-
tari1256,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-
yucu1253,-,-,-,y,a,-,a,w,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cabi1241,-,-,t,S,a,-,a,w,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bani1254,-,-,t,S,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-
resi1247,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,i,-,-,-,-,-
wayu1243,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,3,-,-,-,-,-
guah1255,-,a,-,w,-,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-
cuib1242,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-
cuib1242,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,d,-,-,-,-,i,-,-,-,-,-
play1240,-,a,-,w,-,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-
maca1259,-,a,-,w,-,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
guay1257,-,-,-,w,-,-,-,-,-,3,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
sali1298,-,o,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1256,-,-,-,h,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-
nupo1240,-,-,-,h,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-
muru1274,-,-,-,h,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-
ocai1244,-,-,-,h,-,-,-,-,-,o,7,-,-,-,-,-,x,-,-,-,-,o,-,-,-,-,-
muin1242,-,-,-,x,-,-,-,-,-,3,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,7,i,p,-,y,e,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,7,i,-,-,p,e,-,-,-,-,-
yuru1263,-,-,-,d,-,-,-,-,-,i,-,-,-,a,-,-,y,-,-,-,-,i,-,-,-,-,-
tuyu1244,-,-,-,d,-,-,-,-,-,i,-,-,-,a,-,-,y,-,-,-,-,i,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,e,k,-,-,a,-,-,r,-,-,-,-,i,-,-,k,-,3
waim1255,-,-,-,-,-,-,-,-,-,e,k,-,-,a,-,-,r,-,-,-,-,i,-,-,k,-,3
cara1272,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,e,k,-,-,a,-,-,r,-,-,-,-,i,-,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,-,e,k,-,-,a,-,-,r,-,-,-,-,3,-,-,-,-,-
guan1269,-,-,-,d,-,-,-,-,-,i,-,-,-,e,-,-,r,-,-,-,-,o,-,-,-,-,-
pira1254,-,-,-,d,-,-,-,-,-,i,-,-,-,e,-,-,r,-,-,-,-,o,-,-,-,-,-
tuca1252,-,-,-,d,-,-,-,-,-,i,-,-,-,a,-,-,y,-,-,-,-,i,-,-,-,-,-
desa1247,-,-,-,d,-,-,-,-,-,i,-,-,-,a,-,-,y,-,-,-,-,3,-,-,-,-,-
desa1247,-,-,-,d,-,-,-,-,-,i,-,-,-,a,-,-,y,-,-,-,-,e,-,-,-,-,-
siri1274,-,-,-,d,-,-,-,-,-,i,-,-,-,a,-,-,y,-,-,-,-,e,-,-,-,-,-
tani1257,-,-,-,-,-,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,i,w,e,k,o,a
cube1242,-,-,-,-,-,-,-,-,-,-,y,-,-,a,w,i,b,-,-,-,-,i,-,-,-,-,-
kore1283,-,-,-,h,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,u,-,-,-,-,-
sion1247,-,-,-,h,-,-,-,-,-,o,7,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-
seco1241,-,-,-,h,-,-,-,-,-,o,y,a,y,a,-,-,-,-,-,-,-,i,-,-,-,-,-
orej1242,-,-,-,y,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-
cacu1241,-,-,-,b,-,-,-,-,-,3,h,-,-,-,-,-,h,-,-,-,-,i,-,-,w,-,-
