language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
maca1259,-,p,e,-,n,-,-,a,k,-,-,u,-,-,-,-,e,t,-,S,-,-,-,-,-,a,-,-,b,-,e,-
guay1257,-,-,-,-,-,-,-,-,k,-,-,o,-,-,7,l,e,-,-,n,-,-,-,-,-,-,-,-,-,-,e,-
guay1257,-,-,-,-,-,-,-,-,k,-,-,o,-,-,7,l,e,-,-,y,-,-,-,-,-,a,x,-,h,x,e,-
sali1298,-,-,-,-,t,-,-,u,h,-,-,u,-,-,7,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,-,-
sali1298,-,-,-,-,t,-,-,o,m,e,s,a,-,-,7,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-
mini1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
nupo1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
muru1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
ocai1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,a,-,-,n,-,a,-,-,-,a,-,-,-,-,-,-
ocai1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,a,-,-,n,-,a,a,m,-,a,-,-,7,-,-,-
muin1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,n,-,o,-,k,-,3,-,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,5,-,e,-,k,h,u,-,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,n,y,e,-,k,h,u,-,-,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siri1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tani1257,-,-,-,-,-,-,-,i,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-
kore1283,-,-,-,-,-,-,-,-,k,-,-,-,-,-,h,-,a,7,d,Z,-,-,-,-,-,a,-,-,-,-,-,-
kore1283,t,h,e,-,7,-,-,e,k,-,-,-,-,-,h,-,a,7,d,Z,-,a,-,p,-,a,-,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,a,-,-,-,-,-,-,m,-,u,-,-,-,-,-,-
seco1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,y,-,a,-,y,-,e,-,-,-,-,-,-
orej1242,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-,-,-,p,-,e,-,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,e,-,-,d,-,-,-,-,-,e,-,-,-,-,-,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,E,-,-,n,-,-,-,-,-,e,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,w,-,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,b,-,7,-,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,7,-,a,p
mala1522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,o,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,o,-,u,g,-,-,-,-,-,a,-,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,o,-,-,Z,-,u,-,-,-,a,-,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,u,k,a,y,-,-,-,-,-,a,-,-,-,-,-,-
chim1309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,u,-,-,n,-,-,-,-,-,a,-,-,7,-,-,-
bari1297,-,-,-,-,-,-,-,-,7,-,-,i,s,a,m,-,i,-,-,n,-,-,-,-,-,3,-,-,-,-,-,-
chac1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,l,y,u,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,u,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,s,-,-,-
toto1306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,i,s,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,y,-,-,-
cams1241,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,7,-,z,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,n,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,s,-,-,a,-,-,k,-,a,-,-,n,-,-,-,-,-,a,-,-,r,-,u,-
