language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
waim1255,-,-,-,-,b,-,-,u,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-
cara1272,-,-,-,-,b,-,-,u,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-
tatu1247,-,-,-,-,b,-,-,u,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-
bara1380,-,-,-,-,b,-,-,u,-,-,-,-,h,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-
macu1260,-,-,-,-,b,-,-,u,-,-,-,-,h,-,-,a,-,-,-,-,g,-,-,-,a,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,k,-,-,-,a,-,-,-
pira1254,-,-,-,-,-,-,-,u,-,-,-,-,p,-,-,u,-,-,-,-,g,-,-,-,a,-,-,-
tuca1252,-,-,-,-,b,-,-,u,-,-,-,-,p,-,-,u,-,-,-,-,w,-,-,-,3,-,-,-
desa1247,-,-,-,-,b,-,-,u,-,-,-,-,h,-,-,u,-,-,-,-,r,-,-,-,u,-,-,-
siri1274,-,-,-,-,b,-,-,o,-,-,-,-,h,-,-,o,-,-,-,-,r,-,-,-,u,-,-,-
tani1257,-,-,-,-,p,-,-,u,-,-,-,-,p,-,-,u,-,-,o,-,k,-,-,-,a,-,-,-
cube1242,-,-,-,-,p,-,-,3,-,-,-,-,-,-,-,o,-,-,-,-,y,-,-,-,3,-,-,-
kore1283,-,-,-,-,h,-,-,3,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-,3,-,-,-
sion1247,-,-,-,-,h,-,-,3,-,-,-,-,-,-,-,o,-,-,-,-,w,-,-,-,3,-,-,-
seco1241,-,-,-,-,h,-,-,3,-,-,-,-,-,-,-,o,-,-,-,-,w,-,-,-,3,-,-,-
orej1242,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,3,-,-,-,-,7,-,-,-,-,-,-,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,3,-,-,-,-,7,-,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-
hupd1244,t,-,-,-,S,-,-,3,-,-,-,-,b,-,-,3,-,-,-,-,k,-,-,-,-,-,-,-
chac1249,-,-,-,-,m,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
colo1256,-,-,-,-,f,-,-,u,-,-,-,-,k,-,-,o,-,-,-,-,n,-,-,-,a,-,-,-
awac1239,-,-,-,-,-,-,-,u,-,-,-,s,k,-,-,u,-,-,-,-,l,-,-,-,a,m,-,-
guam1248,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
inga1252,-,-,-,-,-,-,-,u,-,-,-,-,d,-,-,u,-,k,i,-,r,-,-,-,a,-,-,-
cams1241,-,-,-,-,x,-,-,u,-,-,-,e,s,a,n,3,-,S,-,-,-,-,-,-,a,-,-,-
paez1247,-,-,-,-,p,-,t,u,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,7,t,h
embe1260,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
woun1238,-,-,-,-,p,-,-,a,-,-,-,t,h,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-
cari1279,-,-,-,-,r,-,-,a,-,-,-,-,t,-,-,-,-,S,-,-,-,-,-,-,a,-,-,-
