language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
desa1247,-,-,-,w,-,-,-,e,-,-,h,-,a,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-
siri1274,-,-,-,w,-,-,-,e,-,-,h,-,a,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-
tani1257,-,-,-,w,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,p,-,-,a,-,i,-,-,-,-,a
tani1257,-,-,-,w,-,-,-,e,-,-,-,-,a,-,r,-,-,-,-,i,-,-,-,-,p,-,-,a,-,i,-,-,-,-,a
cube1242,-,-,-,h,-,-,-,i,-,-,-,-,a,-,y,-,-,-,-,-,-,-,o,-,w,-,-,-,-,e,-,-,-,-,-
kore1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,o,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
seco1241,-,-,-,y,-,-,-,o,-,-,p,-,e,-,d,-,-,-,-,-,-,-,3,-,p,-,-,-,-,3,-,-,-,-,-
orej1242,-,-,-,k,-,-,-,o,-,-,b,-,e,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
orej1242,-,-,-,y,-,-,-,o,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
cacu1241,-,-,-,b,-,-,-,e,-,d,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nuka1242,-,-,-,p,-,-,-,3,-,g,7,-,a,-,t,-,-,-,-,-,-,n,3,-,-,-,-,-,-,i,-,-,-,-,-
puin1248,-,-,-,y,-,-,-,a,-,-,w,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,h,-,-,-,e,-,-,7,-,e,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,3,-,n,-,-,k,-,-,-,-,u,-,-,-,-,i
cogu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,k,-,-,-,t,u,-,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,t,u,-,-,n,-,3
chac1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,n,-,-,p,-,-,-,-,a,-,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,a,l,-,-,a,-,n,-,-,k,-,-,-,-,a,-,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,i,l,-,-,m,-,-,-,-,u,-,-,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,m,-,-,-,-,u,-,-,-,-,-
cams1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,e,-,m,-,-,b,-,-,-,-,e,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,-,-,w,i,-,-,g,i,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,-,-,w,i,b,a,r,i,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-,r,a,-,-,-,-,-
