language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
piap1246,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,m,-,a,-,l,-,-,-,i,k,-,-,-,-,-,e,r,-,i,-,-
curr1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,r,-,i,-,-
tari1256,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,i,-,-
yucu1253,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,i,t,S,o,7,o,h,e,r,-,i,-,-
yucu1253,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,r,i,7,-,i,t,S,-,-,-,-,-,-,-,u,-,-
resi1247,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,k,-,-,-,o,g,i,g,-,i,-,-
wayu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,t,s,-,-,-,-,-,-,-,3,-,-
guah1255,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,e,-,n,-,a,-,h,o,r,-,o,-,-,-,-,-,-,-,b,-,i,n,3
guah1255,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,e,-,-,-,-,-,h,o,r,-,o,-,-,-,-,-,-,-,b,-,i,n,3
cuib1242,-,-,-,-,x,u,i,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,x,a,-,-,e,-,-,-,-,-,-,-,-,-,i,n,-
play1240,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,e,-,-,-,-,-,w,e,y,-,e,t,-,-,-,-,-,-,S,-,i,n,3
guay1257,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,n,-,o,-,-,-,-,-,-,-,7,-,i,n,-
sali1298,-,-,-,-,-,-,-,-,-,h,u,h,u,b,-,-,a,-,-,-,-,-,-,-,-,-,i,d,-,-,-,-,-,-,-,-,i,-,-
sali1298,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,k,-,-,-,-,-,-,w,-,a,-,-
mini1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,a,-,-
nupo1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,n,o,r,-,i,r,-,a,-,u,-,-,m,-,a,-,-
muru1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,m,-,a,-,-
ocai1244,-,-,-,-,-,-,-,-,-,h,u,7,x,-,-,-,a,-,-,-,-,-,p,o,r,a,a,-,-,-,-,-,-,-,m,-,a,-,-
muin1242,-,-,-,-,t,a,a,-,-,b,u,-,-,m,3,n,a,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,i,-,-
bora1263,-,-,-,-,t,-,S,-,-,-,u,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,e,-,-
bora1263,-,-,-,-,t,-,S,-,-,h,u,h,k,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,p,-,e,-,-
bora1263,a,p,h,i,t,-,S,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,p,-,e,-,-
yuru1263,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,e,-,-,-,-,-,-,-,g,-,3,-,-
waim1255,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,e,-,-,-,-,-,-,-,g,-,3,-,-
waim1255,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,i,-,-
waim1255,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
waim1255,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,i,-,-,-,-,-,-,-,g,-,3,-,-
waim1255,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,g,-,3,-,-
waim1255,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
cara1272,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
tatu1247,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
tatu1247,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
bara1380,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
macu1260,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
guan1269,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,o,-,-
pira1254,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,o,-,-
pira1254,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,o,-,-
tuca1252,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
siri1274,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
tani1257,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,e,-,-,-,-,-,7,o,-,-,i,-,-,-,-,-,-,-,k,-,i,-,-
cube1242,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,w,-,i,-,p,o,-,-,e,-,-,-,-,-,-,-,k,-,3,-,-
kore1283,-,-,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
seco1241,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
orej1242,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-
cacu1241,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,w,-
puin1248,-,-,-,-,-,-,i,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,k,-
puin1248,-,-,-,-,-,-,i,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,k,-
hupd1244,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,h,-
mala1522,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,k,-,a,-,-
arhu1242,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
arhu1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,3,-,-
cogu1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,-,-
cent2150,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,-,-,o,-,w,-,-,-,i,-,-,-,-,-,-,-,n,-,a,-,-
chim1309,-,-,-,e,g,-,u,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
chac1249,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,r,-,-,-,u,-,-,k,-,u,-,-
colo1256,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,e,-,-
awac1239,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,t,s,a,-,m,-,-,-,i,-,-,-,-,-,-,-,k,-,a,-,-
toto1306,-,-,-,-,-,-,-,-,-,m,3,-,-,m,-,-,a,-,r,-,3,-,b,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,-,m,3,-,-,m,-,-,a,-,r,-,3,-,p,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,t,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
cams1241,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,t,S,m,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,a,-,-
cams1241,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,o,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
paez1247,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,u,7,t,s,-,-,-,-,-,-,e,-,-,-,-,-,-,-,s,-,a,-,-
embe1260,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,i,-,b,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-
nort2972,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,i,-,p,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-
epen1239,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,i,-,p,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-
epen1239,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,i,-,p,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-
embe1261,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,i,-,b,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-
embe1262,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,i,-,b,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-
woun1238,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,t,-,-,-,n,k,h,-,-,-,u,-,-,-,-,-,-,-,n,-,-,-,-
