language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
piap1246,-,-,w,-,-,-,a,-,k,a,a,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-
acha1250,-,-,-,-,-,-,-,-,k,a,a,-,-,-,-,-,-,h,-,-,-,-,-,i,-,-
curr1243,-,-,n,-,-,-,o,-,k,-,a,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-
tari1256,-,-,u,-,-,-,a,-,k,-,a,-,-,-,-,-,-,p,-,-,-,-,-,i,m,a
tari1256,-,-,p,-,-,-,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,w,a
yucu1253,-,-,w,-,-,-,a,-,y,-,a,-,-,t,-,e,-,7,-,-,-,-,-,e,l,a
cabi1241,-,-,-,-,-,-,-,-,k,a,a,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-
cabi1241,-,-,n,-,-,-,u,-,k,a,a,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-
bani1254,-,-,-,-,-,-,-,-,k,a,a,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-
resi1247,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
wayu1243,-,-,w,-,-,-,a,-,h,-,a,-,-,-,-,-,-,p,-,-,-,-,-,3,-,-
guah1255,-,-,p,-,-,-,e,-,k,-,o,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-
cuib1242,-,-,p,-,-,-,e,-,k,-,o,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-
cuib1242,-,-,p,-,-,-,e,-,k,-,o,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-
play1240,-,-,p,-,-,-,e,-,k,-,o,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-
maca1259,-,-,p,-,-,-,e,-,k,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guay1257,-,-,p,-,-,-,e,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1256,-,-,-,-,-,-,o,-,n,-,o,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
nupo1240,-,-,-,-,-,-,o,-,n,-,o,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
muru1274,-,-,-,-,-,-,o,-,n,-,o,-,-,d,-,-,-,Z,-,-,-,-,-,u,-,-
muru1274,-,-,-,-,-,-,o,-,n,-,o,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
ocai1244,-,-,-,-,-,-,o,-,n,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
ocai1244,-,-,-,-,-,-,o,-,n,-,o,-,-,o,-,-,-,p,-,-,-,-,-,o,-,-
muin1242,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,s,-,-,-,-,-,-,-,e,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,o,h,-,t,-,s,-,h,-,-,-,-,-,3,-,-
bora1263,-,-,-,-,-,-,-,-,7,-,o,x,-,t,-,s,-,h,-,-,-,-,-,3,-,-
bora1263,-,-,m,-,-,-,e,-,7,-,o,x,-,t,-,s,-,h,-,-,-,-,-,3,-,-
bora1263,-,-,-,-,-,-,i,-,7,-,o,h,-,t,-,s,-,h,-,-,-,-,-,3,-,-
yuru1263,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
tuyu1244,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,o,p,a,b,-,a,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
cara1272,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
tatu1247,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
macu1260,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-
guan1269,-,-,w,-,-,-,a,-,b,-,o,-,-,-,-,-,-,b,a,-,-,k,-,a,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,b,o,-,-,k,-,a,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,b,o,-,-,k,-,a,-,-
desa1247,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,-,h,o,-,-,t,o,o,-,-
siri1274,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,o,-,-
tani1257,-,-,p,-,-,-,i,-,t,-,a,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,3,-,-,r,-,3,-,-
kore1283,-,-,h,-,-,-,-,-,-,-,3,-,-,t,-,-,-,h,-,-,-,-,-,3,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,3,-,-,t,3,-,a,b,-,-,-,-,-,3,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,3,-,-,t,3,s,a,d,-,-,-,-,-,a,-,-
seco1241,-,-,h,-,-,-,-,-,-,-,3,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-
orej1242,-,-,h,-,-,-,-,-,-,-,3,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-
cacu1241,-,-,-,-,-,-,-,-,t,-,e,-,-,-,-,y,-,7,-,-,-,y,-,a,-,-
nuka1242,-,-,-,-,-,-,-,-,t,-,e,-,-,-,-,i,-,7,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,m,-,o,-,-,-,-,-,-,l,-,-,-,-,-,a,p,-
hupd1244,-,-,-,-,-,-,-,-,d,-,e,-,-,-,-,-,-,p,-,-,-,-,-,u,y,-
mala1522,-,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-
arhu1242,-,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,3,-,-
cogu1240,-,-,k,-,-,-,a,-,-,-,u,x,3,l,-,-,-,d,-,-,-,-,-,3,-,-
cent2150,a,t,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
chim1309,-,-,h,-,-,-,a,-,t,-,a,k,-,-,-,-,-,r,-,-,-,-,-,a,7,-
bari1297,-,-,7,-,-,-,a,k,d,-,u,-,-,-,-,-,-,r,-,-,-,-,-,3,-,-
bari1297,-,-,7,-,-,-,a,x,d,-,u,-,-,-,-,-,-,r,-,-,-,-,-,3,-,-
chac1249,-,-,t,-,-,y,a,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-
colo1256,-,-,t,-,-,-,e,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,e,-,-
awac1239,-,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,3,-,-
toto1306,-,-,k,-,-,w,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-
guam1248,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,k,-
inga1252,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-
cams1241,-,-,k,u,k,u,a,-,t,-,-,-,-,-,-,-,-,S,-,-,-,-,-,e,-,-
paez1247,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,e,-,-
embe1260,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-
nort2972,-,-,h,-,-,-,-,-,-,-,3,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-
epen1239,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
epen1239,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
embe1261,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
embe1262,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
woun1238,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,n,-,-,-,y,-,a,r,i
