language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
piap1246,-,i,-,-,b,-,a,-,-,i,n,-,-,-,a,-,-,-,-,-
acha1250,k,a,-,-,b,-,a,-,-,i,n,-,-,-,a,-,-,i,-,-
acha1250,-,-,-,-,b,-,a,-,-,-,n,a,b,-,a,-,-,i,-,-
acha1250,-,-,-,-,b,-,a,-,-,i,n,a,-,-,a,-,-,-,-,-
curr1243,-,-,-,-,p,-,a,-,-,-,n,-,-,-,a,-,p,e,-,-
tari1256,-,-,-,-,p,-,a,-,-,-,n,-,-,-,a,-,p,e,-,-
yucu1253,-,-,-,-,w,-,i,t,S,u,7,-,-,-,u,p,h,e,-,-
cabi1241,7,a,-,-,p,-,a,-,-,-,n,-,-,-,a,-,-,-,-,-
resi1247,-,a,-,-,p,-,a,-,-,-,n,a,7,a,a,-,m,i,-,-
wayu1243,s,3,-,-,p,-,a,-,-,-,n,-,-,-,a,-,-,-,-,-
wayu1243,s,3,-,-,p,-,a,-,-,-,n,-,-,-,a,-,-,-,-,-
wayu1243,s,3,-,a,p,-,a,-,-,-,n,-,-,-,a,-,-,-,-,-
guah1255,-,-,-,-,p,-,e,-,-,-,b,a,-,-,-,-,x,u,t,o
cuib1242,-,-,-,-,-,-,-,-,-,-,n,o,-,-,-,-,x,u,t,o
cuib1242,-,-,-,-,p,-,e,-,-,-,t,o,-,-,a,-,x,u,-,-
play1240,-,-,-,-,p,-,e,-,-,-,b,a,-,-,-,-,x,3,t,o
maca1259,-,-,-,-,-,-,-,-,-,-,n,o,-,-,-,-,p,a,t,-
guay1257,-,-,-,-,-,-,-,-,-,-,n,3,-,-,a,-,p,3,t,-
sali1298,-,o,-,-,x,-,o,-,-,-,x,-,-,-,o,-,-,-,-,-
mini1256,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,b,e,-,-
nupo1240,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,b,e,-,-
muru1274,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,b,e,-,-
ocai1244,-,o,-,-,p,-,a,-,-,-,-,-,-,-,a,-,b,i,-,-
muin1242,-,-,-,-,-,-,a,-,-,-,-,-,-,-,a,-,m,e,-,-
bora1263,-,3,n,a,7,-,a,-,-,-,-,-,-,-,a,-,m,3,-,-
