language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
sali1298,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,p,-,o,-,h,-,-,-,-,-,e,-,-,-,-,-
mini1256,-,-,-,-,-,-,-,-,-,8,-,u,-,-,-,-,-,-,-,-,r,u,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nupo1240,-,-,-,-,-,-,-,-,-,t,-,u,-,-,-,-,-,-,-,-,r,u,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
muru1274,-,-,-,-,-,-,-,-,-,h,-,u,-,-,-,-,-,g,a,-,d,u,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
ocai1244,-,-,-,-,-,-,-,-,-,t,y,o,-,-,-,-,-,-,-,-,-,o,h,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
muin1242,-,-,-,-,t,3,-,-,-,7,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,o,-,-,k,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,h,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
bora1263,-,-,-,-,k,-,-,-,-,h,-,u,-,-,-,-,-,b,e,-,-,-,p,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bora1263,-,-,-,-,k,-,-,-,-,h,-,a,-,-,-,-,-,-,a,t,h,u,x,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,p,-,u,-,-,-,-,-,r,e,-,n,i,7,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-
bora1263,-,o,-,-,k,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,x,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
bara1380,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,S,-,-,-,-,-,3,-,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
siri1274,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tani1257,-,-,-,-,-,-,-,-,-,w,-,a,i,b,i,k,i,r,a,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
kore1283,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,h,-,-,-,-,-,3,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
seco1241,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
orej1242,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
orej1242,-,-,-,-,-,-,-,-,-,h,-,a,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
nuka1242,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,i,-,-,o,7,n,i,d,-,-,-,-,-,-,e,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,p,-,-
hupd1244,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,-
arhu1242,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cogu1240,-,-,-,-,k,3,l,d,a,b,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,-,S,-,-,-,a,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,i,-,-,-,S,-,-,-,-,-,o,-,-,-,a,-,-,-,-,-
chim1309,-,-,-,-,k,a,h,m,-,b,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
bari1297,7,3,r,3,k,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,r,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,n,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,n,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
cams1241,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,s,-,i,y,-,-,a,-,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,b,-,-,a,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,S,h,e,-,-,-,a,-,-,-,-,-
nort2972,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,S,h,-,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,s,-,i,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,s,-,i,-,-,-,a,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,S,-,i,-,-,-,a,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,t,-,-,-,S,-,i,-,-,-,a,-,-,-,-,-
embe1262,-,-,-,-,y,e,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,a,r,e,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,S,-,i,h,u,r,i,-,-,-,-,-
