language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
piap1246,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,e,-,-,-
piap1246,a,l,i,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,i,-,-,-
acha1250,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,e,-,-,-
curr1243,a,l,i,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,i,-,-,-
tari1256,u,-,e,t,-,-,-,s,-,i,-,p,-,u,-,-,-,-,-,-,n,-,-,a,-,-,-
yucu1253,-,y,e,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
resi1247,-,-,-,t,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-,7,-,-,i,-,-,-
wayu1243,-,-,-,k,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,r,-,-,3,-,-,-
guah1255,-,-,-,t,-,u,-,h,-,-,-,-,-,u,-,-,-,-,-,-,b,-,-,3,-,-,-
cuib1242,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,b,-,-,u,-,-,-
play1240,-,-,-,t,-,u,-,h,-,-,-,-,-,u,-,-,-,-,-,-,b,-,-,u,-,-,-
maca1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,n,e,n
guay1257,-,-,-,t,-,u,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
sali1298,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,m,-,-,a,-,-,-
mini1256,-,-,-,-,-,-,-,5,-,-,-,-,-,e,n,-,u,-,-,-,N,-,-,o,-,-,-
nupo1240,-,-,-,-,-,-,-,5,-,-,-,-,-,e,n,-,u,-,-,-,N,-,-,o,-,-,-
muru1274,-,-,-,-,-,-,-,5,-,-,-,-,-,e,n,-,u,-,-,-,5,-,-,o,-,-,-
ocai1244,-,-,-,-,-,-,-,5,-,-,-,-,-,o,-,-,o,-,-,-,n,-,-,o,-,-,-
muin1242,-,-,-,-,-,-,-,g,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,3,-,-,-
bora1263,-,-,-,t,-,-,-,S,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,u,-,-,-
bora1263,-,-,-,t,-,-,-,S,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,u,-,-,-
bora1263,-,-,-,k,-,-,-,h,-,-,-,-,a,a,p,h,3,-,-,-,n,a,-,u,-,-,-
bora1263,-,-,-,t,-,o,t,h,-,o,u,7,a,a,m,-,3,-,-,-,n,-,-,e,-,-,-
yuru1263,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
tuyu1244,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
waim1255,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
waim1255,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
cara1272,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
tatu1247,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
bara1380,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
macu1260,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,g,a,-
guan1269,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
pira1254,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
tuca1252,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,o,-,-,-
desa1247,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,u,-,-,-
siri1274,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,u,-,-,-
tani1257,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,u,-,a,-
cube1242,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,u,r,3,-
kore1283,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,u,-,-,-
sion1247,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,u,-,-,-
seco1241,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,o,-,-,-
orej1242,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,o,-,-,-
cacu1241,-,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,-,-,-,-,y,-,-,-,-,-,e,-,-,-,-,-,-,w,-,-,-,-,-,-
mala1522,-,-,-,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,d,Z,u,k,r,-,u,-,-,-,-,-,-,m,-,-,3,-,-,-
cogu1240,-,-,-,-,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,w,-,-,i,-,-,-
cent2150,-,-,-,-,-,-,-,r,-,-,-,-,-,u,r,-,-,-,-,a,m,-,-,a,-,-,-
chim1309,-,-,-,-,-,-,-,l,-,-,-,-,-,u,t,-,-,-,-,-,-,-,-,i,7,-,-
