language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
piap1246,-,-,-,-,k,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,a,-,-,i,-
curr1243,-,-,-,-,k,-,-,-,-,-,-,i,-,n,-,-,-,-,-,-,-,-,-,i,k,-,i,-
tari1256,u,-,a,-,p,-,-,-,-,-,-,a,-,n,-,-,-,a,n,i,p,-,-,e,d,-,a,-
yucu1253,-,-,-,-,m,-,-,-,-,-,-,e,-,n,-,-,-,-,-,-,-,-,-,a,h,-,i,-
resi1247,d,-,-,-,Z,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,-,-,a,d,-,e,-
guah1255,-,-,-,-,h,-,-,-,-,-,-,e,-,t,-,-,s,a,-,-,b,a,k,a,b,-,o,-
guah1255,-,-,-,-,h,-,-,-,-,-,-,e,-,t,-,-,s,a,-,-,p,-,-,a,b,-,i,-
cuib1242,-,-,-,-,h,-,-,-,-,-,-,e,-,t,-,-,s,-,-,-,-,-,-,a,-,-,-,-
cuib1242,-,-,-,-,h,-,-,-,-,-,-,e,-,t,-,-,s,-,-,-,-,-,-,a,-,-,-,-
play1240,-,-,-,-,h,-,-,-,-,-,-,e,-,t,-,-,s,a,-,-,p,-,-,a,b,-,i,-
maca1259,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,b,-,i,-
guay1257,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,b,a,k,a,-,-,-,-
guay1257,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,l,-,-,u,l,-,-,-
mini1256,-,-,-,-,b,-,-,-,-,-,-,e,-,d,-,-,Z,-,-,-,-,-,-,a,r,-,e,-
nupo1240,-,-,-,-,b,-,-,-,-,-,-,e,-,d,-,-,Z,-,-,-,-,-,-,a,r,-,e,-
muru1274,-,-,-,-,b,-,-,-,-,-,-,e,-,d,-,-,Z,-,-,-,-,-,-,a,r,-,e,-
ocai1244,-,-,-,-,h,-,-,-,-,-,-,o,7,t,-,-,-,-,-,-,-,-,-,a,h,-,i,-
muin1242,-,-,-,-,g,-,-,-,-,-,-,a,i,k,-,u,7,-,-,-,-,-,-,a,-,-,i,-
muin1242,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,g,-,i,-
bora1263,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,-,e,-
bora1263,-,k,-,-,w,-,-,-,-,-,-,a,-,x,-,-,y,-,-,-,-,-,-,o,7,-,a,-
bora1263,u,h,3,-,p,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,a,t,S,i,-
yuru1263,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,-,-,-,-,-,-,e,-
tuyu1244,-,-,-,-,h,o,r,i,k,a,w,e,-,-,-,-,s,-,-,-,-,-,-,-,-,-,e,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,d,-,-,-,-,-,-,i,k,-,a,-
waim1255,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,h,-,-,-,-,-,-,-,-,-,e,-
waim1255,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,h,-,-,-,-,-,-,-,-,-,e,-
cara1272,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,-,-,-,-,-,-,e,-
tatu1247,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,h,-,-,-,-,-,-,-,-,-,e,-
bara1380,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,-,-,-,-,-,-,e,-
macu1260,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,-,-,-,-,-,-,e,-
guan1269,-,-,-,-,y,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pira1254,-,-,-,-,y,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tuca1252,o,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-
desa1247,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,7,-,-,-,-,-,-,-,-,-,e,-
desa1247,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-
siri1274,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,7,-,-,-,-,-,-,-,-,-,e,-
tani1257,-,-,-,-,r,-,-,i,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
cube1242,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
kore1283,-,-,-,-,b,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
sion1247,-,-,-,-,w,-,-,-,-,-,-,e,-,7,-,-,s,-,-,-,-,-,-,-,-,-,e,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,o
seco1241,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
orej1242,-,-,-,-,y,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
cacu1241,-,-,-,-,w,-,-,-,-,-,-,a,p,t,-,-,S,-,-,-,-,-,-,-,-,-,i,-
cacu1241,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
nuka1242,-,-,-,-,y,-,-,-,-,-,-,E,-,d,-,-,n,-,-,-,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,-,b,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1522,t,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
arhu1242,t,S,e,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cogu1240,t,-,e,-,Z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,e,-,b,-,-,-,-,-,-,i,-,x,-,3,l,-,-,-,-,-,-,-,d,-,3,-
cent2150,-,-,-,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
chim1309,k,-,a,n,d,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
chac1249,-,-,-,-,p,-,-,-,-,-,-,i,-,S,p,a,l,-,-,-,-,-,-,-,-,-,a,-
colo1256,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-
awac1239,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
guam1248,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-
inga1252,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-
cams1241,t,-,a,-,S,-,-,-,x,-,-,a,-,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-
paez1247,-,-,-,-,S,-,-,-,-,-,-,i,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-
embe1260,p,-,-,-,h,-,-,-,-,-,-,e,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-
nort2972,p,-,-,-,h,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
epen1239,p,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-
epen1239,p,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-
epen1239,p,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-
embe1261,t,-,-,-,S,-,-,-,-,-,-,i,-,k,-,-,h,-,-,-,-,-,-,-,-,-,o,-
embe1261,p,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-
woun1238,p,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
cari1279,t,-,u,-,h,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-
