language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
piap1246,-,-,-,-,-,-,i,-,-,-,s,-,-,i,-,-,-,-,-
curr1243,-,-,-,-,-,-,i,-,-,-,S,-,-,i,-,-,-,-,-
yucu1253,-,-,-,h,-,-,i,m,u,-,7,-,-,u,-,-,-,-,-
resi1247,-,-,-,-,-,-,o,-,-,-,b,-,-,u,-,-,-,-,-
wayu1243,-,a,-,l,-,-,a,-,-,-,7,a,l,a,-,-,-,-,-
guah1255,-,-,-,n,-,-,3,-,-,-,h,-,-,3,-,-,-,-,-
cuib1242,-,-,-,n,-,-,3,-,-,-,h,-,-,3,-,-,-,-,-
play1240,-,-,-,n,-,-,3,-,-,-,h,-,-,3,-,-,-,-,-
play1240,-,-,-,n,-,-,3,-,-,-,h,-,-,3,-,-,-,-,-
guay1257,-,-,-,7,a,r,o,-,-,-,w,-,-,a,-,-,-,t,-
sali1298,-,d,-,Z,-,-,u,-,-,-,p,-,-,e,-,-,-,-,-
mini1256,-,-,-,-,-,-,i,-,-,-,-,-,-,u,-,-,-,-,-
nupo1240,-,-,-,-,-,-,i,-,-,-,-,-,-,u,-,-,-,-,-
muru1274,-,-,-,-,-,-,i,-,-,-,-,-,-,u,-,-,-,-,-
muin1242,-,-,-,-,-,-,i,-,-,-,y,-,-,u,-,-,-,-,-
bora1263,-,-,-,n,-,-,a,-,-,-,m,-,-,e,-,-,-,-,-
bora1263,-,-,-,n,-,-,a,-,-,-,m,-,-,e,-,-,-,-,-
yuru1263,-,-,-,-,-,-,e,-,-,-,b,-,-,o,a,b,3,k,3
tuyu1244,-,-,-,-,-,-,e,-,-,-,b,-,-,o,-,-,-,-,-
waim1255,-,-,-,-,-,-,e,-,-,-,b,-,-,o,a,b,-,-,3
waim1255,-,-,-,-,-,-,e,-,-,-,b,-,-,o,-,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,k,3
tatu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,k,3
bara1380,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,g,3
macu1260,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,g,3
guan1269,-,-,-,-,-,-,e,-,-,-,b,-,-,u,-,-,-,-,-
pira1254,-,-,-,-,-,-,e,-,-,-,b,-,-,o,-,-,-,-,-
tuca1252,-,-,-,-,-,-,e,-,-,-,b,-,-,o,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,7,-,g,3
siri1274,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,7,-,g,3
tani1257,-,-,-,-,-,-,i,-,-,-,h,-,-,i,-,-,-,-,a
cube1242,-,-,-,-,-,-,e,-,-,-,b,-,-,u,-,-,-,-,-
kore1283,-,-,-,-,-,-,e,-,-,-,m,-,-,u,-,-,-,-,-
sion1247,-,-,-,-,-,-,e,-,-,-,m,-,-,u,-,-,-,-,-
seco1241,-,-,-,-,-,-,e,-,-,-,m,-,-,o,-,-,-,-,-
cacu1241,-,-,-,y,-,-,o,-,-,-,g,-,-,o,-,-,-,-,-
nuka1242,-,-,-,m,-,-,3,-,-,-,7,-,-,a,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,g,-
mala1522,-,-,-,m,-,-,i,-,-,-,k,-,-,u,-,-,-,-,-
cogu1240,-,-,-,m,-,-,u,-,-,-,n,-,-,u,-,-,-,-,-
cent2150,-,-,-,b,-,-,i,b,a,-,r,-,-,a,-,-,-,-,-
chim1309,-,-,-,m,-,-,o,l,a,-,k,-,-,u,-,-,-,-,-
bari1297,-,k,a,m,-,-,i,-,-,-,n,-,-,3,-,-,-,-,-
chac1249,-,-,-,h,-,-,u,y,u,N,g,-,-,u,-,-,-,-,-
colo1256,-,-,-,h,-,-,u,r,u,n,k,-,-,u,-,-,-,-,-
awac1239,-,-,-,t,-,-,i,-,-,-,x,-,-,u,-,-,-,-,n
embe1260,-,-,-,z,-,-,-,-,-,-,r,-,-,o,-,-,-,-,a
embe1260,-,-,-,z,-,-,-,-,-,-,r,-,-,3,-,-,-,-,a
epen1239,-,t,-,S,-,-,-,-,-,-,-,-,-,u,-,-,-,-,a
embe1261,-,t,-,S,-,-,-,-,-,-,-,-,-,u,-,-,-,-,a
embe1262,-,t,-,S,-,-,u,-,-,-,r,-,-,u,-,-,-,-,a
woun1238,-,k,-,o,-,-,-,-,-,-,t,-,-,u,-,-,-,-,d
yukp1241,a,r,e,S,-,-,a,-,-,-,w,-,-,o,-,-,-,-,-
