language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
piap1246,-,-,-,d,-,-,-,-,-,-,-,-,-,-,u,-,l,e,w,a,-,-,-
acha1250,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,a,-,-,-
curr1243,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,o,-,-,-
yucu1253,-,-,-,p,-,-,a,-,-,k,-,-,-,-,o,-,r,-,-,o,-,-,-
resi1247,-,-,d,Z,-,-,-,-,-,-,-,-,-,-,o,-,d,-,-,u,-,-,-
wayu1243,-,-,-,k,a,l,e,-,-,k,-,-,-,-,a,-,l,-,-,e,-,-,-
guah1255,-,-,-,x,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,a,-,-,-
guah1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,n,-,-,o,-,-,-
cuib1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,n,-,-,a,-,-,-
play1240,-,-,-,x,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,a,-,-,-
maca1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,n,-,-,-,-,-,-
guay1257,-,-,-,7,-,-,-,-,-,-,-,-,-,-,o,-,l,-,-,-,-,-,-
guay1257,-,-,-,x,-,-,-,-,-,-,-,-,-,-,u,-,7,-,-,-,-,-,-
sali1298,-,-,e,w,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,a,-,-,-
sali1298,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,l,-,-,o,-,-,-
mini1256,-,-,-,u,-,-,i,-,u,k,-,-,-,-,u,-,-,-,-,-,-,-,-
nupo1240,-,-,-,u,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
nupo1240,-,-,-,u,-,-,i,-,u,k,-,-,-,-,u,-,-,-,-,-,-,-,-
