language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
piap1246,-,-,-,-,-,w,-,a,i,-,-,m,-,-,-,-,-,-,-,a,m,-,i
curr1243,-,-,-,-,-,n,-,o,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-
tari1256,-,-,-,-,-,t,-,-,a,-,-,p,-,-,-,-,-,-,-,a,l,-,i
tari1256,-,-,-,-,-,t,-,a,a,-,-,p,-,-,-,-,-,-,-,a,-,-,-
tari1256,-,-,-,-,-,l,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-
yucu1253,-,-,-,-,-,w,-,-,e,-,-,m,-,-,-,-,-,-,-,a,-,-,-
yucu1253,-,-,-,-,-,w,-,-,e,-,-,m,-,-,-,-,-,-,-,a,-,-,-
cabi1241,-,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-,-,-,a,m,-,i
resi1247,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,u,-,-,-
wayu1243,-,-,-,-,-,w,-,-,a,-,-,t,-,-,-,-,-,-,-,a,-,-,-
wayu1243,-,-,-,-,-,w,-,-,a,-,-,t,-,-,-,-,-,-,-,a,-,-,-
guah1255,-,-,-,-,-,p,-,-,e,-,-,p,-,e,r,a,b,3,t,o,-,-,-
cuib1242,-,-,-,-,-,p,-,-,e,-,-,p,-,a,r,-,-,3,t,o,-,-,-
play1240,-,-,-,-,-,p,-,-,e,-,-,p,-,e,r,a,b,-,t,o,-,-,-
maca1259,-,-,-,-,-,p,-,-,e,-,-,p,-,e,r,-,-,-,-,3,-,-,-
guay1257,-,-,-,-,-,p,-,-,e,-,-,h,-,-,-,-,-,-,-,-,-,-,-
sali1298,-,-,i,-,-,x,-,-,e,-,-,x,-,-,-,-,-,-,-,e,-,-,-
mini1256,-,-,i,-,-,g,-,-,o,-,-,r,-,-,-,a,-,-,-,u,-,-,-
nupo1240,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-
muru1274,-,-,i,-,-,-,-,-,-,-,-,g,-,-,-,o,-,-,-,u,-,-,-
ocai1244,-,-,-,-,-,x,-,-,o,-,-,n,-,-,-,-,-,-,-,u,7,k,a
muin1242,-,-,-,-,-,-,-,m,e,-,-,7,-,-,-,-,-,-,-,e,-,-,-
bora1263,-,-,-,-,-,-,-,m,3,-,-,7,-,-,-,-,-,-,-,e,-,-,-
bora1263,-,-,3,-,-,7,-,m,3,-,-,7,-,-,-,-,-,-,-,e,-,-,-
bora1263,-,-,-,-,-,7,-,m,3,-,-,7,-,-,-,-,-,-,-,e,-,-,-
bora1263,m,-,e,-,-,7,-,m,3,-,-,7,-,-,-,-,-,-,-,e,-,-,-
bora1263,-,-,i,-,-,y,-,a,a,-,-,p,-,-,-,-,-,-,-,e,-,-,-
yuru1263,-,-,-,-,-,k,-,-,a,-,-,s,-,e,r,-,-,-,-,o,-,-,-
tuyu1244,-,-,-,-,-,k,-,-,a,-,-,s,-,e,r,-,-,-,-,o,-,-,-
waim1255,-,-,-,-,-,k,-,-,e,-,-,h,-,e,r,-,-,-,-,o,-,-,-
waim1255,-,-,-,-,-,k,-,-,a,-,-,h,-,e,r,-,-,-,-,o,-,-,-
waim1255,-,-,-,-,-,k,-,-,a,-,-,h,-,e,r,-,-,-,-,o,-,-,-
cara1272,-,-,-,-,-,-,-,-,a,-,-,s,-,e,r,-,-,-,-,o,-,-,-
tatu1247,-,-,-,-,-,-,-,-,a,-,-,h,-,e,r,-,-,-,-,o,-,-,-
bara1380,-,-,-,-,-,g,-,-,a,-,-,s,-,e,r,-,-,-,-,o,-,-,-
macu1260,-,-,-,-,-,w,-,-,-,-,-,-,-,i,r,-,-,-,-,o,-,-,-
guan1269,-,-,-,-,-,k,-,-,a,-,7,s,-,a,r,-,-,-,-,o,-,-,-
pira1254,-,-,-,-,-,k,-,-,a,-,7,s,-,e,r,-,-,-,-,o,-,-,-
tuca1252,-,-,-,-,-,k,-,-,a,-,-,s,-,e,r,-,-,-,-,o,-,-,-
desa1247,-,-,-,-,-,g,-,-,a,-,-,s,-,i,r,-,-,-,-,o,-,-,-
siri1274,-,-,-,-,-,g,-,-,a,-,-,s,-,i,r,-,-,-,-,o,-,-,-
tani1257,-,-,-,-,-,-,-,-,a,-,-,h,-,e,-,-,-,-,-,a,-,-,-
cube1242,-,-,-,-,-,k,-,-,a,-,-,h,-,e,-,-,-,-,-,-,-,-,-
kore1283,-,-,-,-,-,k,-,-,a,-,-,7,n,i,-,-,-,-,-,-,-,-,-
sion1247,-,-,-,-,-,g,-,-,a,-,-,7,n,i,w,-,-,-,-,3,-,-,-
seco1241,-,-,-,-,-,k,-,-,a,-,-,7,d,i,-,-,-,-,-,-,-,-,-
orej1242,-,-,-,-,-,-,-,-,a,-,-,-,d,i,b,-,-,-,-,3,-,-,-
cacu1241,b,-,a,-,-,k,-,-,a,-,-,7,-,-,-,-,-,-,-,-,-,-,-
nuka1242,-,-,-,-,-,n,-,-,3,-,-,i,-,-,-,-,-,-,-,-,-,-,-
puin1248,p,-,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,b,-,o,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,a,-,n,Z,-,o,m,-,-,-,-,a,-,-,-
cogu1240,-,-,-,-,-,-,-,-,a,-,-,h,-,u,b,-,-,-,-,3,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,-,-,u,m,-,-,-,-,a,-,-,-
