language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
piap1246,-,-,-,-,-,-,-,a,-,-,-,n,a,-,t,-,-,-,S,-,-,-,-,-,u,-,-
acha1250,-,-,-,-,-,-,-,a,a,-,-,n,-,-,t,-,-,-,S,-,-,-,-,-,u,-,-
curr1243,-,-,-,-,-,-,-,a,i,-,-,n,i,-,-,-,-,-,y,-,-,-,-,-,o,-,-
yucu1253,-,-,-,-,-,-,-,a,-,-,-,n,i,-,-,-,-,-,y,-,-,-,-,-,u,-,-
resi1247,-,h,-,-,-,-,-,a,-,-,-,n,i,-,t,-,-,-,s,-,-,-,-,-,o,-,-
wayu1243,-,m,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
guah1255,-,w,-,-,-,-,-,a,-,-,-,-,e,-,-,-,-,-,s,e,t,-,-,-,o,-,-
guah1255,-,w,-,-,-,-,-,a,-,-,-,-,e,-,-,-,-,-,s,o,t,-,-,-,o,-,-
cuib1242,-,-,-,-,-,-,-,o,-,-,-,r,o,-,-,-,-,-,s,-,-,-,-,-,o,-,-
cuib1242,-,w,-,-,-,-,-,a,-,-,-,-,e,-,-,-,-,-,s,-,-,-,-,-,o,-,-
play1240,-,w,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,s,e,t,-,-,-,o,-,-
maca1259,-,w,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,s,-,-,-,-,-,a,p,-
guay1257,-,w,-,-,-,-,-,a,-,-,-,-,e,-,-,-,-,-,s,-,-,-,-,-,-,-,-
sali1298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,S,a,-,-,-,-,u,-,-
mini1256,-,-,-,-,-,-,-,u,-,-,-,-,i,-,d,-,-,o,d,-,-,-,-,-,o,-,-
nupo1240,-,-,-,-,-,-,-,u,-,-,-,-,i,-,d,-,-,o,d,-,-,-,-,-,o,-,-
muru1274,-,-,-,-,-,-,-,u,-,-,-,-,i,-,d,-,-,o,d,-,-,-,-,-,o,-,-
ocai1244,-,-,-,-,-,-,-,a,-,-,-,-,7,-,t,-,S,o,k,-,-,-,-,-,o,-,-
muin1242,-,-,-,-,-,-,-,-,u,-,-,p,i,-,d,-,-,-,Z,-,-,-,-,-,3,-,-
muin1242,g,-,-,-,-,-,-,a,a,-,-,-,i,-,x,-,-,3,b,-,-,-,-,-,a,-,-
bora1263,k,w,-,-,-,-,-,a,a,-,-,-,-,-,h,-,-,-,y,-,-,-,-,-,u,-,-
bora1263,k,w,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,-,y,u,t,h,a,p,a,-,-
bora1263,k,w,-,-,-,-,-,a,a,-,-,-,-,-,x,-,-,-,y,-,-,-,-,-,u,-,-
yuru1263,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
tuyu1244,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,a,w,-,-,-,-,-,3,-,-
waim1255,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
waim1255,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,a,b,-,-,-,-,-,3,-,-
waim1255,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
cara1272,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,a,b,-,-,-,-,-,3,-,-
tatu1247,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,a,b,-,-,-,-,-,3,-,-
bara1380,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
macu1260,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,a,b,-,-,-,-,-,3,-,-
guan1269,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,i,r,-,-,-,-,-,o,-,-
pira1254,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
tuca1252,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,a,w,-,-,-,-,-,3,-,-
desa1247,-,b,-,-,-,-,-,3,-,-,-,-,-,-,r,-,e,a,b,-,-,-,-,-,3,-,-
siri1274,-,b,-,-,-,-,-,3,-,-,-,-,-,-,r,-,e,-,-,-,-,-,-,-,-,-,-
tani1257,-,b,-,-,-,-,-,i,-,-,-,-,-,-,r,-,i,a,-,-,-,-,-,-,-,-,-
cube1242,-,b,-,-,-,-,-,3,-,-,-,-,-,-,r,-,e,-,k,-,-,-,-,-,3,-,-
kore1283,-,m,-,-,-,-,-,3,-,-,-,-,-,-,t,h,e,-,-,-,-,-,-,-,-,-,-
sion1247,-,m,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
seco1241,-,m,-,-,-,-,-,u,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
orej1242,-,b,-,-,-,-,-,3,-,-,-,-,-,-,t,-,e,-,-,-,-,-,-,-,-,-,-
cacu1241,-,y,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,3,-,-
nuka1242,d,Z,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,3,-,-
puin1248,-,y,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-
hupd1244,-,k,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-
mala1522,-,k,-,-,-,-,-,3,n,-,z,-,e,-,r,-,-,-,-,-,-,-,-,-,u,-,-
arhu1242,-,k,-,w,-,-,-,i,7,-,d,-,a,-,r,-,-,-,-,-,-,-,-,-,3,-,-
