language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
muin1242,-,-,-,-,g,i,x,e,-,-,-,-,b,-,-,e,-,-,-,-,7,-,-,-,i,-,-,-,-,-
muin1242,-,-,-,-,t,-,S,e,-,-,-,-,m,-,-,e,-,-,-,-,7,-,-,-,i,-,-,-,-,-
muin1242,-,-,-,-,t,-,S,o,-,-,-,-,m,-,-,o,-,-,-,-,b,-,-,-,o,-,-,-,-,-
bora1263,-,-,-,-,k,-,h,a,n,y,a,-,y,a,-,3,-,-,-,-,b,-,-,-,e,-,i,n,y,u
bora1263,-,-,-,-,-,-,-,a,p,h,a,-,y,-,-,e,-,-,-,-,b,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,3,m,-,o,-,x,-,-,3,-,-,-,-,b,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,a,m,-,o,-,y,a,-,a,-,-,-,-,b,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,k,-,w,a,-,-,-,-,y,-,-,e,-,-,-,-,b,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,a,-,-,a,-,p,-,-,a,-,-,t,-,h,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,t,-,s,3,-,-,-,-,h,-,-,3,-,-,-,-,b,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,t,-,s,3,-,-,-,-,x,-,-,3,-,-,-,-,b,-,-,-,e,-,-,-,-,-
yuru1263,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yuru1263,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tuyu1244,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-,h,o,-,-,a,-,-,-,-,-
waim1255,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waim1255,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-,k,o,-,-,a,-,-,-,-,-
waim1255,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-,y,-,-,-,a,-,i,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,a,-,i,-,-,-
cara1272,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-,k,o,-,-,a,-,-,-,-,-
tatu1247,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-
bara1380,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,h,a,-,-,a,-,-,-,-,-
macu1260,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,d,-,-,-,a,-,-,-,-,-
guan1269,-,-,y,a,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pira1254,-,-,y,a,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tuca1252,-,-,w,e,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
desa1247,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,i,-,-,-,-,-
siri1274,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tani1257,r,e,y,a,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,a,-,-,-,-,-
cube1242,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,y,-,-,-,3,-,-,-,-,-
kore1283,-,-,-,-,h,-,-,u,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
sion1247,-,-,-,-,h,-,-,u,-,-,-,-,7,-,-,i,-,-,-,-,h,-,-,-,i,-,-,-,-,-
seco1241,-,-,-,-,h,-,-,u,-,-,-,-,7,-,-,i,-,-,-,-,y,-,-,-,e,-,-,-,-,-
orej1242,-,-,-,-,h,-,-,u,-,-,-,-,-,-,-,i,-,-,-,-,y,-,-,-,i,-,-,-,-,-
orej1242,-,-,-,-,h,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,i,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,3,-,d,-,-,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,3,-,d,n,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,y,-,-,-
hupd1244,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-,-,o,-,y,-,-,-
hupd1244,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,a,-,y,-,-,-
mala1522,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,a,-,-,-,-,-
mala1522,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,i,-,-,-,-,-
arhu1242,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,S,-,3,-,n,-,-,-
cogu1240,-,-,-,-,S,-,-,u,-,-,-,-,-,-,-,i,-,-,-,-,S,-,-,-,i,-,-,-,-,-
cent2150,-,-,-,-,y,-,-,a,-,-,-,-,r,-,-,i,-,n,-,-,r,-,-,-,o,-,-,-,-,-
cent2150,-,-,-,-,S,-,-,i,-,-,-,-,n,-,-,i,-,n,-,-,r,-,-,-,o,-,-,-,-,-
chim1309,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,-,a,-,-,-,-,-
bari1297,-,-,-,-,S,i,d,3,-,-,-,-,r,-,-,i,k,b,a,y,k,a,y,n,3,-,-,-,-,-
chac1249,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-,u,-,-,-,-,-
colo1256,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,y,-,-,-,a,-,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,a,-,-,-,-,-
guam1248,-,-,k,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,p,-,-,-
inga1252,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,5,-,-,-,u,-,y,-,-,-
cams1241,-,-,x,o,b,-,-,-,-,-,-,-,-,-,-,a,-,n,a,-,n,-,-,-,a,-,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
embe1260,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,u,-,-,-,-,-
nort2972,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,u,-,-,-,-,-
epen1239,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,u,-,-,-,-,-
epen1239,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,i,-,7,i,-,d,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,u,-,-,-,-,-
embe1261,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,u,-,-,-,-,-
embe1262,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,u,-,-,-,-,-
woun1238,-,-,t,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
woun1238,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,k,-,-,-,a,-,-,-,-,-
cari1279,-,-,y,a,h,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,y,-,-,-,a,-,e,-,-,-
