language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
piap1246,-,-,-,-,w,-,-,e,-,-,-,-,t,a,k,a,-,-,-,-,w,-,-,-,a,-,-,-,-,-
acha1250,-,-,-,-,m,-,-,a,-,-,a,-,n,a,l,i,-,-,-,-,y,-,-,-,i,-,-,-,-,-
curr1243,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,a,m,i,-,-,-
tari1256,-,-,-,-,n,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,-,-,-
yucu1253,-,-,-,-,t,a,k,a,-,-,-,-,7,a,k,a,-,-,-,-,h,-,-,-,e,-,-,-,-,-
resi1247,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,e,-,-,-,-,-
wayu1243,-,-,-,-,-,-,-,o,-,-,u,k,t,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wayu1243,-,-,-,-,-,-,-,o,7,-,u,-,t,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-
guah1255,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,-,-,p,-,-,-,a,-,-,-,-,-
cuib1242,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,-,-,p,-,-,-,a,-,-,-,-,-
play1240,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,-,-,p,-,-,-,a,-,-,-,-,-
maca1259,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,-,-,p,-,-,-,-,-,-,-,-,-
guay1257,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,-,-,p,-,-,-,-,-,-,-,-,-
sali1298,-,-,k,a,7,-,-,e,-,-,-,-,7,-,-,a,-,-,-,-,h,a,7,-,a,-,-,-,-,-
sali1298,-,-,-,a,7,-,-,e,-,-,-,-,7,-,-,a,-,-,-,-,h,a,7,-,a,-,-,-,-,-
sali1298,-,a,5,a,g,-,-,a,-,-,-,-,m,-,-,a,-,-,-,-,h,a,7,-,a,-,-,-,-,-
mini1256,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,i,-,-,-,-,d,-,-,-,e,-,-,-,-,-
nupo1240,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,i,-,-,-,-,d,-,-,-,e,-,-,-,-,-
muru1274,-,-,-,-,p,-,-,i,-,-,o,-,d,a,-,i,-,-,-,-,t,-,-,-,e,-,-,-,-,-
ocai1244,-,-,-,-,5,-,-,o,m,-,o,-,-,o,-,-,-,-,-,-,b,-,-,-,i,-,-,-,-,-
ocai1244,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-
