language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
piap1246,-,-,-,-,-,w,-,a,-,-,-,-,-,-,k,-,-,a,-,-,-,b,-,-,-,-,a,-,-
piap1246,-,-,-,-,-,w,-,a,-,-,-,-,-,-,k,-,-,a,-,-,-,b,-,-,-,-,a,-,-
curr1243,-,-,-,-,-,k,-,o,-,n,-,e,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-
yucu1253,k,u,x,y,u,w,-,a,-,-,-,-,-,-,7,-,-,a,-,-,-,l,-,-,-,-,a,-,-
wayu1243,-,-,-,-,-,t,-,o,-,-,-,-,-,-,r,-,-,o,-,-,-,h,-,-,-,-,o,-,-
wayu1243,-,-,-,-,-,t,-,o,-,-,-,-,-,-,r,-,-,o,-,-,-,s,-,-,-,-,a,-,-
guah1255,-,-,-,-,i,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,-,-
guah1255,-,-,-,-,-,w,-,a,-,-,-,-,-,-,k,-,-,a,-,-,-,p,-,-,-,-,a,-,-
cuib1242,-,-,-,-,i,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,-,-
play1240,-,-,-,-,-,w,-,a,-,-,-,-,-,-,k,-,-,a,-,-,-,p,-,-,-,-,a,-,-
maca1259,-,-,-,-,-,w,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,p,-
guay1257,7,-,-,-,i,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,t,-
guay1257,-,-,-,-,-,w,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-,p,-,-,-,-,a,t,-
sali1298,d,-,-,-,-,Z,-,o,-,-,-,-,-,-,t,-,-,e,-,-,-,7,-,-,-,-,a,-,-
mini1256,-,-,-,-,-,b,-,-,-,-,-,u,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-
nupo1240,-,-,-,-,-,b,-,-,-,-,-,u,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-
muru1274,-,-,-,-,-,b,-,-,-,-,-,u,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-
