language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
suri1265,-,-,-,-,-,-,-,s,-,-,o,T
cent1989,-,-,-,-,-,-,-,s,-,a,o,T
khmu1256,-,-,-,-,-,k,-,r,a,a,a,s
semn1250,-,-,l,-,-,g,-,l,-,-,u,g
semn1250,-,-,l,-,-,k,-,l,-,-,u,k
lano1248,-,-,l,-,-,k,-,l,-,-,u,k
temi1246,-,-,l,-,-,g,-,l,-,-,u,g
temi1246,-,-,l,-,-,-,-,-,-,-,u,g
sema1266,-,-,l,-,-,-,-,-,-,-,u,k
sema1266,-,-,l,-,-,-,-,-,-,-,u,k
jahh1242,-,-,l,3,-,7,-,l,-,-,o,k
minr1238,-,-,l,-,-,k,-,l,-,-,u,k
minr1238,-,-,l,-,-,k,-,l,-,-,u,k
bate1262,p,i,L,-,-,N,a,L,-,-,-,-
bate1262,p,i,l,-,-,5,a,l,-,-,-,-
bate1262,-,-,l,-,-,k,-,l,-,-,3,k
bate1262,-,-,l,-,-,k,-,l,-,-,u,k
bate1262,-,-,l,-,-,k,-,l,-,-,u,k
jeha1242,-,-,s,i,t,k,-,-,-,-,3,t
jeha1242,-,-,l,-,-,k,-,l,-,-,u,k
kens1248,-,-,l,-,-,k,-,l,-,-,u,k
kens1248,-,-,n,-,-,k,-,l,-,-,u,k
kint1239,-,-,l,-,-,k,-,l,-,-,u,k
tong1308,-,-,p,i,-,k,-,l,-,-,u,k
tong1308,-,-,l,i,-,k,-,l,-,-,u,k
tong1308,-,-,l,i,-,k,-,l,-,-,u,k
chew1245,-,-,-,-,-,g,-,l,-,-,3,k
sema1265,-,-,-,-,-,g,-,l,-,-,o,k
sema1265,-,-,-,-,-,g,-,l,-,-,o,k
seme1247,-,-,-,-,-,g,-,l,-,-,o,k
besi1244,-,-,-,-,-,g,-,l,-,-,o,k
