language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
khmu1256,-,-,-,-,l,m,7,E,-,-,-,t
cent1989,-,-,-,-,l,-,-,3,l,o,o,N
semn1250,-,-,s,-,l,-,-,e,-,-,-,y
semn1250,-,-,s,-,l,-,-,e,-,-,-,T
lano1248,-,-,s,-,l,-,-,e,-,-,-,T
temi1246,-,-,s,-,l,-,-,e,-,-,-,T
temi1246,-,-,s,3,l,-,-,e,-,-,-,y
sema1266,-,-,s,-,l,-,-,E,-,-,-,T
sema1266,-,-,s,-,l,-,-,E,-,-,-,T
jahh1242,-,-,b,-,l,-,-,a,-,-,-,T
minr1238,-,-,b,-,l,-,-,a,-,-,-,T
minr1238,-,-,b,-,l,-,-,a,-,-,-,T
bate1262,-,-,b,-,l,-,-,a,-,-,-,T
bate1262,-,-,b,-,l,-,-,a,-,-,-,T
bate1262,-,-,b,-,l,-,-,a,-,-,-,T
jeha1242,-,-,b,-,l,-,-,a,-,-,-,T
jeha1242,-,-,b,T,l,-,-,a,-,-,-,T
kens1248,-,-,g,-,h,-,-,E,-,-,-,7
kens1248,-,-,g,-,h,-,-,E,-,-,-,h
kint1239,-,-,g,-,h,-,-,E,-,-,-,7
tong1308,g,a,h,-,-,-,-,E,-,-,-,-
tong1308,-,-,h,a,d,-,-,3,-,-,-,y
chew1245,-,-,b,-,l,-,-,o,-,-,-,T
sema1265,-,-,b,-,l,-,-,a,-,-,-,t
sema1265,-,-,b,-,l,-,-,a,-,-,-,T
seme1247,-,-,s,-,l,-,-,e,-,-,-,w
besi1244,-,-,s,-,l,-,-,i,-,-,-,w
