language,x1,x2,x3,x4,x5,x6,x7
khmu1256,m,a,-,-,-,a,r
cent1989,p,o,-,-,-,o,h
semn1250,t,a,y,-,-,u,7
semn1250,t,a,y,-,-,u,7
lano1248,t,a,y,-,-,u,7
temi1246,t,a,y,-,-,u,7
temi1246,t,a,y,-,-,u,7
sema1266,t,i,y,-,-,i,7
sema1266,t,a,y,-,-,u,7
jahh1242,t,a,l,-,-,o,n
minr1238,-,-,y,-,k,o,p
minr1238,-,-,y,-,k,o,p
bate1262,-,-,y,-,k,o,p
bate1262,-,-,y,-,k,o,p
jeha1242,t,a,y,-,-,u,7
jeha1242,t,a,y,-,-,u,7
kens1248,7,-,i,-,k,o,p
kens1248,7,-,i,-,k,o,p
kint1239,t,a,y,-,-,u,7
tong1308,-,-,y,3,k,o,p
tong1308,-,-,y,-,k,o,p
tong1308,-,-,y,a,k,o,p
chew1245,t,a,l,-,-,o,n
sema1265,t,i,y,-,-,o,h
sema1265,t,i,y,-,-,o,-
seme1247,t,i,y,-,-,o,-
besi1244,t,i,y,-,-,a,w
