language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
cent1989,m,3,n,l,-,-,7,-,-,-,o,-,-,-
semn1250,p,a,-,p,a,-,7,-,-,-,-,-,-,-
temi1246,-,-,-,l,a,-,7,-,-,-,3,s,-,-
temi1246,-,-,-,l,a,-,7,-,-,-,3,s,-,-
sema1266,-,-,-,n,-,-,-,-,-,-,i,T,-,-
jahh1242,-,-,-,h,3,t,7,-,-,-,a,g,a,n
minr1238,-,-,-,y,-,-,b,-,-,-,e,T,-,-
bate1262,-,-,-,y,a,-,b,-,-,-,e,T,-,-
bate1262,-,-,-,y,-,-,b,-,-,-,e,T,-,-
bate1262,-,-,-,y,-,-,b,-,-,-,i,T,-,-
jeha1242,-,-,-,l,a,-,7,-,-,-,3,s,-,-
kens1248,-,-,-,-,-,-,m,3,n,k,e,T,-,-
tong1308,-,-,-,g,3,-,b,-,-,-,a,7,-,-
tong1308,-,-,-,-,-,-,b,-,-,-,a,7,-,-
tong1308,-,-,-,g,-,-,b,-,-,-,a,7,-,-
chew1245,-,-,-,y,a,-,b,-,-,-,u,T,-,-
sema1265,-,-,-,y,a,7,b,-,-,-,E,T,-,-
besi1244,b,a,-,y,a,-,w,-,-,-,-,-,-,-
