language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
khmu1256,-,k,r,l,-,-,7,3,a,N
cent1989,t,h,-,l,-,-,e,a,-,7
semn1250,-,k,-,l,-,-,-,3,-,7
semn1250,-,k,-,-,-,-,-,3,-,l
lano1248,-,k,-,l,-,-,-,3,-,7
temi1246,-,k,-,l,-,-,-,3,-,7
temi1246,-,k,-,l,-,-,-,3,-,7
sema1266,-,-,-,y,-,-,-,3,-,r
jahh1242,-,T,-,r,-,-,-,3,-,h
minr1238,-,-,-,d,a,-,h,E,-,s
minr1238,-,-,-,r,-,-,-,E,-,s
bate1262,-,-,-,p,-,-,-,3,-,p
bate1262,-,-,-,p,-,-,-,3,-,p
bate1262,-,-,-,r,-,-,-,E,-,s
bate1262,-,-,-,r,-,-,-,E,-,s
jeha1242,-,-,-,r,-,-,-,E,-,s
jeha1242,-,-,-,r,-,-,-,E,-,s
kens1248,-,-,-,s,-,-,w,E,-,t
kens1248,-,-,-,h,-,-,-,o,-,s
kint1239,-,-,-,s,-,-,w,E,-,t
tong1308,-,-,-,y,3,m,p,3,-,h
tong1308,-,-,-,y,-,m,p,3,-,h
tong1308,-,-,-,X,-,-,-,E,-,s
chew1245,-,-,-,r,-,-,-,a,-,s
sema1265,-,g,-,X,-,-,-,3,-,k
sema1265,-,g,-,r,-,-,-,3,-,k
seme1247,-,g,-,r,-,-,-,3,-,k
besi1244,-,g,-,w,-,-,-,o,-,T
