language,x1,x2,x3,x4,x5
suri1265,-,m,-,e,m
cent1989,-,b,-,a,3
khmu1256,-,t,3,a,t
monn1253,-,s,-,o,t
semn1250,-,y,h,3,d
semn1250,-,s,-,o,7
lano1248,-,y,h,3,t
temi1246,-,y,-,o,d
temi1246,-,y,-,o,d
sema1266,-,l,-,o,t
sema1266,-,5,-,o,7
minr1238,-,y,-,o,t
bate1262,-,p,-,3,t
bate1262,-,y,-,o,t
bate1262,-,y,-,o,t
bate1262,-,y,-,o,t
jeha1242,t,h,-,o,l
jeha1242,y,h,-,3,t
kens1248,k,b,-,a,m
kint1239,-,y,-,o,t
tong1308,-,m,-,a,m
tong1308,-,m,-,a,m
tong1308,-,y,-,o,t
chew1245,-,5,-,o,k
sema1265,-,s,-,o,k
sema1265,m,b,-,o,t
seme1247,7,5,-,u,k
