language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
suri1265,-,t,-,-,-,-,h,-,m,i,5,-,-
cent1989,-,t,-,-,-,-,h,-,m,e,5,-,-
khmu1256,-,-,-,-,-,-,r,a,a,a,N,-,-
monn1253,-,-,-,-,-,-,N,-,E,a,k,-,-
semn1250,-,-,-,-,-,-,l,-,m,o,5,-,-
semn1250,-,-,-,-,-,-,l,-,m,o,5,-,-
lano1248,-,-,-,-,-,-,-,-,m,o,5,-,-
temi1246,-,-,-,-,-,-,-,-,m,o,5,-,-
temi1246,-,-,-,-,-,-,-,-,m,o,5,-,-
sema1266,-,-,-,-,-,-,l,-,m,u,5,-,-
sema1266,-,-,-,-,-,-,l,-,m,u,5,-,-
jahh1242,-,-,-,-,-,-,l,-,m,u,5,-,-
minr1238,-,-,-,-,-,-,h,-,-,a,5,-,-
minr1238,-,-,-,-,-,-,h,-,-,a,5,-,-
bate1262,-,t,u,l,a,N,h,-,-,a,5,-,-
bate1262,-,-,-,-,-,-,h,-,-,a,5,-,-
bate1262,-,t,u,l,a,N,h,-,-,a,5,-,-
bate1262,-,-,-,-,-,-,h,-,-,a,5,-,-
bate1262,y,7,i,-,-,N,h,-,-,a,5,-,-
jeha1242,-,-,-,-,-,-,h,-,-,E,5,-,-
jeha1242,-,-,-,-,-,-,h,-,-,E,5,-,-
kens1248,-,-,-,-,-,-,-,-,-,-,5,u,s
kens1248,-,-,-,-,-,-,h,-,-,a,5,-,-
kint1239,-,-,-,-,-,-,-,-,-,-,5,u,s
tong1308,-,-,-,-,-,-,l,a,m,i,5,-,-
tong1308,-,-,-,-,-,-,l,-,m,i,5,-,-
tong1308,-,-,-,-,-,-,l,-,m,i,5,-,-
chew1245,-,-,-,-,-,-,l,-,m,u,5,-,-
sema1265,-,-,-,-,-,-,l,-,m,o,n,-,-
sema1265,-,-,-,-,-,-,l,-,m,o,5,-,-
seme1247,-,-,-,-,-,-,l,-,m,o,5,-,-
besi1244,-,-,-,-,-,-,y,3,m,o,y,-,-
