language,x1,x2,x3,x4,x5,x6
suri1265,T,3,m,-,o,h
cent1989,T,3,m,-,o,h
khmu1256,-,-,m,u,u,h
monn1253,-,-,m,-,u,h
semn1250,-,-,m,-,u,h
semn1250,-,-,m,-,u,h
lano1248,-,-,m,-,u,h
temi1246,-,-,m,-,3,h
temi1246,-,-,m,-,3,h
sema1266,-,-,m,-,o,h
sema1266,-,-,m,-,o,h
minr1238,-,-,m,-,o,h
minr1238,-,-,m,-,o,h
bate1262,-,-,m,-,o,h
bate1262,-,-,m,-,o,h
bate1262,-,-,m,-,o,h
bate1262,-,-,m,-,o,h
bate1262,-,-,m,-,o,h
jeha1242,-,-,m,-,o,h
jeha1242,-,-,m,-,o,h
kens1248,-,-,m,-,o,h
kens1248,-,-,m,-,o,h
kint1239,-,-,m,-,o,h
tong1308,-,-,m,-,o,h
tong1308,-,-,m,-,o,h
tong1308,-,-,m,-,o,h
chew1245,-,-,m,-,o,h
sema1265,-,-,m,-,u,h
sema1265,-,-,m,-,u,h
seme1247,-,-,m,-,u,h
besi1244,-,-,m,-,u,h
