language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
suri1265,-,-,-,d,-,o,-,-,t,-
cent1989,-,k,3,N,w,o,-,-,7,-
khmu1256,-,-,-,T,-,-,-,-,7,3
monn1253,-,k,-,l,-,o,-,e,7,-
semn1250,-,k,a,m,-,a,-,-,h,-
lano1248,-,l,a,7,-,3,-,-,s,-
temi1246,-,l,a,7,-,3,-,-,s,-
temi1246,-,l,a,7,-,3,-,-,s,-
jahh1242,-,g,3,7,-,a,-,-,T,-
minr1238,y,7,o,m,-,-,-,-,-,-
minr1238,y,7,o,m,-,-,-,-,-,-
bate1262,-,k,a,m,-,a,-,-,h,-
bate1262,-,k,a,m,-,a,-,-,h,-
bate1262,-,k,a,m,-,a,-,-,h,-
bate1262,y,7,o,m,-,-,-,-,-,-
kens1248,-,k,a,m,-,a,-,-,h,-
kens1248,-,k,a,m,-,a,-,-,h,-
kint1239,-,k,a,m,-,a,-,-,h,-
tong1308,-,-,-,b,-,a,t,i,k,-
tong1308,-,-,-,b,-,a,t,i,k,-
tong1308,-,X,-,y,-,E,T,-,-,-
chew1245,-,k,a,m,-,a,-,-,h,-
sema1265,-,-,-,b,s,e,-,-,7,-
sema1265,-,-,-,b,s,e,-,-,7,-
