language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
suri1265,-,-,7,-,-,-,a,-,-,-,-,r,-,a,-
cent1989,-,-,n,-,-,-,o,-,-,-,-,n,-,a,-
khmu1256,m,-,7,-,-,-,-,-,-,-,-,-,-,3,-
monn1253,5,E,h,-,-,k,o,h,-,-,-,r,a,o,-
monn1253,5,E,h,-,-,k,o,h,-,-,-,r,a,o,-
semn1250,-,-,d,-,-,-,i,-,-,-,-,-,-,-,7
semn1250,-,-,d,-,-,-,i,-,-,-,-,-,-,-,7
temi1246,-,-,T,-,-,-,o,-,-,-,-,-,-,-,7
temi1246,-,-,T,-,-,-,o,-,-,-,-,-,-,-,7
sema1266,-,-,b,-,-,-,o,-,-,-,-,-,-,-,7
sema1266,-,-,b,-,-,-,o,-,-,-,-,-,-,-,7
jahh1242,-,-,5,-,-,-,a,-,-,-,-,-,-,-,h
minr1238,-,-,m,-,-,-,a,-,k,E,-,n,-,-,-
minr1238,-,-,m,-,-,-,a,-,k,E,-,n,-,-,-
bate1262,-,-,7,-,-,-,o,-,7,-,-,l,-,3,w
bate1262,-,-,7,-,-,-,o,-,-,-,-,l,-,3,w
bate1262,-,-,b,-,-,-,a,-,t,E,k,l,-,3,w
bate1262,-,-,n,-,-,-,a,-,k,E,-,n,-,-,-
bate1262,-,-,7,-,-,-,a,-,-,-,-,l,-,3,w
jeha1242,-,-,m,-,-,-,a,-,k,E,-,n,-,-,-
jeha1242,-,-,m,-,-,-,a,-,k,E,-,n,-,-,-
kens1248,-,-,t,-,-,-,o,-,-,m,m,n,-,i,7
kens1248,-,-,t,-,-,-,o,-,-,m,m,n,-,i,7
kint1239,-,-,t,-,-,-,o,-,-,m,m,n,-,i,7
tong1308,-,-,k,-,-,-,u,7,T,-,-,-,-,o,7
tong1308,-,-,k,-,-,-,u,7,T,-,-,-,-,o,7
tong1308,-,-,7,-,-,-,e,7,k,-,-,l,-,3,5
chew1245,-,-,b,-,-,-,i,7,7,a,-,y,-,-,-
sema1265,-,-,7,-,N,k,o,-,-,-,-,-,-,-,7
sema1265,-,-,7,i,N,k,o,-,-,-,-,-,-,-,7
seme1247,-,-,-,-,-,k,a,-,-,-,-,d,-,e,h
besi1244,-,-,h,u,m,-,a,-,-,-,-,-,-,-,7
