language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
suri1265,-,-,-,p,h,l,-,i,-,5
cent1989,-,-,-,p,h,l,-,i,3,N
khmu1256,k,-,-,m,a,-,-,a,-,-
monn1253,-,-,-,p,-,r,o,a,-,-
semn1250,-,-,-,m,-,-,-,i,-,7
semn1250,-,-,-,m,-,-,-,i,-,7
lano1248,-,-,-,m,-,-,-,i,-,7
temi1246,-,-,-,t,-,-,-,3,-,h
temi1246,-,-,-,t,-,-,-,3,-,h
sema1266,-,-,-,m,a,n,-,i,-,7
sema1266,-,-,-,m,a,n,-,i,-,7
jahh1242,-,-,-,m,-,-,-,i,-,7
minr1238,-,-,-,h,-,-,-,E,-,T
bate1262,-,-,-,h,-,-,-,a,-,T
bate1262,-,-,-,h,-,-,-,E,-,T
bate1262,-,-,-,h,-,-,-,E,-,T
jeha1242,-,-,-,h,-,-,-,i,-,T
jeha1242,-,-,-,h,-,-,-,i,-,T
chew1245,-,-,-,s,-,-,-,3,-,m
sema1265,g,-,-,m,-,-,-,o,-,h
sema1265,g,-,-,m,-,-,-,a,-,-
seme1247,l,s,3,m,-,-,-,-,-,-
besi1244,g,-,3,m,-,-,-,a,-,-
