language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
khmu1256,-,-,-,-,-,l,7,o,-,-,-
cent1989,-,p,-,-,-,r,-,a,p,-,-
semn1250,-,-,-,-,-,t,-,u,h,-,-
semn1250,-,-,-,-,-,b,w,a,h,-,-
lano1248,-,-,-,-,-,T,-,a,l,-,-
temi1246,-,-,-,-,-,t,-,u,h,-,-
temi1246,-,-,-,-,-,r,-,o,7,-,-
sema1266,-,-,-,-,N,r,-,o,7,-,-
sema1266,-,-,-,-,-,y,-,a,p,-,-
minr1238,-,p,-,-,N,s,-,E,N,-,-
minr1238,-,p,r,i,n,-,-,a,h,-,-
bate1262,-,p,-,-,N,s,-,E,N,-,-
bate1262,-,p,-,-,N,s,-,E,N,-,-
jeha1242,-,p,-,-,N,s,-,E,N,-,-
jeha1242,-,p,-,-,N,s,-,E,N,-,-
kint1239,-,-,-,-,-,T,-,i,n,o,y
tong1308,-,b,-,-,i,y,-,o,h,-,-
tong1308,-,b,-,-,-,y,-,o,h,-,-
tong1308,-,b,-,-,-,y,-,o,h,-,-
chew1245,-,b,-,-,-,-,-,3,t,-,-
sema1265,-,p,-,-,a,k,-,E,7,-,-
sema1265,y,m,-,-,o,-,-,-,h,-,-
seme1247,k,h,-,-,-,l,-,3,N,-,-
besi1244,k,3,-,-,-,d,-,o,-,-,-
