language,x1,x2,x3,x4,x5,x6,x7
suri1265,T,3,b,-,a,-,T
cent1989,T,3,b,-,a,-,T
khmu1256,-,-,p,-,3,a,t
monn1253,-,-,p,-,o,-,t
semn1250,T,-,p,-,E,-,d
semn1250,T,-,p,-,E,-,t
lano1248,T,-,p,-,E,-,t
temi1246,r,-,y,-,E,-,d
temi1246,r,3,y,-,E,-,d
sema1266,-,-,r,-,E,-,t
sema1266,-,-,p,-,i,-,t
jahh1242,r,-,-,-,3,-,t
minr1238,T,-,p,-,E,-,t
minr1238,T,-,p,-,E,-,t
bate1262,T,3,p,-,i,-,t
bate1262,T,-,p,-,E,-,t
bate1262,T,-,p,-,E,-,t
jeha1242,T,-,p,-,E,-,t
jeha1242,T,-,p,-,i,-,t
kens1248,l,a,m,-,-,-,-
kens1248,l,a,m,-,-,-,-
kint1239,T,-,p,-,i,-,t
tong1308,5,-,p,5,E,-,p
chew1245,T,-,p,-,i,-,t
sema1265,X,-,-,-,E,-,t
sema1265,r,-,-,-,e,-,t
