language,x1,x2,x3,x4,x5,x6
suri1265,b,-,-,-,a,5
cent1989,b,-,-,-,a,5
khmu1256,p,i,-,-,i,5
monn1253,p,-,-,-,o,n
semn1250,s,3,l,-,u,h
temi1246,s,-,l,-,u,h
temi1246,s,3,l,-,u,h
sema1266,p,-,-,-,3,t
sema1266,p,-,-,-,u,t
jahh1242,p,3,7,p,u,t
minr1238,h,a,l,-,u,h
minr1238,h,a,l,-,u,h
bate1262,h,a,l,-,u,h
bate1262,h,a,l,-,u,h
bate1262,s,a,-,-,-,m
bate1262,h,a,l,-,u,p
bate1262,h,a,l,-,u,h
kens1248,h,-,l,-,u,h
kens1248,h,-,l,-,u,h
kint1239,h,-,l,-,u,h
tong1308,h,a,l,-,u,h
tong1308,-,-,t,-,o,k
tong1308,h,-,l,-,u,h
chew1245,h,a,p,-,u,t
sema1265,b,-,X,-,o,h
sema1265,b,-,r,-,o,h
seme1247,7,-,-,-,o,h
besi1244,-,-,l,-,3,h
