language,x1,x2,x3,x4,x5,x6
suri1265,-,-,b,-,E,y
cent1989,-,-,b,-,o,y
khmu1256,-,-,p,e,e,-
monn1253,-,-,p,o,e,7
temi1246,-,n,-,-,E,7
sema1266,-,n,-,-,i,7
sema1266,-,n,-,-,i,7
chew1245,-,p,-,-,E,t
sema1265,h,m,p,-,E,7
sema1265,-,m,p,-,E,7
seme1247,h,m,p,-,E,7
besi1244,-,m,p,-,e,7
