language,x1,x2,x3,x4,x5,x6
khmu1256,-,-,k,i,i,5
cent1989,-,-,p,-,e,5
semn1250,t,-,b,-,i,k
temi1246,t,-,b,-,i,k
temi1246,t,3,b,-,i,k
sema1266,t,-,b,-,e,k
sema1266,t,-,b,-,e,k
minr1238,s,-,b,-,i,m
minr1238,s,-,b,-,e,m
bate1262,s,-,b,-,i,m
bate1262,s,-,b,-,e,m
jeha1242,s,-,b,-,e,m
jeha1242,s,-,b,-,e,m
kens1248,h,-,b,-,u,5
kens1248,-,-,p,-,3,h
kint1239,-,-,p,-,3,h
tong1308,h,a,b,-,u,5
tong1308,-,-,b,-,E,m
tong1308,h,-,b,-,u,5
chew1245,-,-,b,-,3,k
sema1265,t,-,b,-,i,N
sema1265,t,-,b,-,i,N
seme1247,s,-,b,-,3,5
besi1244,m,-,b,-,3,T
