language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
khmu1256,-,-,-,-,k,i,i,i,-,-
cent1989,-,-,-,-,n,-,-,i,h,-
semn1250,-,-,-,-,n,-,-,o,h,-
semn1250,-,-,-,-,n,-,-,o,h,-
lano1248,-,-,-,-,n,o,-,o,h,-
temi1246,-,-,-,-,d,-,-,o,h,-
temi1246,-,-,-,-,d,-,-,o,h,-
sema1266,-,-,-,-,d,-,-,E,h,-
sema1266,-,-,-,-,d,-,-,E,h,-
jahh1242,-,-,-,-,d,-,-,o,h,-
minr1238,-,-,-,-,7,-,-,u,h,-
minr1238,-,-,-,-,t,-,-,3,h,-
bate1262,-,-,-,-,d,-,-,E,7,-
bate1262,-,-,-,-,d,-,-,e,7,-
bate1262,-,-,-,-,t,-,-,E,7,-
bate1262,-,-,-,-,t,-,-,3,h,-
bate1262,-,-,-,-,t,-,-,3,h,-
jeha1242,-,-,-,-,t,-,-,3,h,-
jeha1242,-,-,-,-,t,-,-,3,h,-
kens1248,-,-,-,-,7,-,-,3,h,-
kens1248,-,-,-,-,7,-,-,3,h,-
kint1239,-,-,-,-,7,-,-,3,h,-
tong1308,-,-,-,-,-,-,-,-,7,m
tong1308,-,-,-,-,t,d,-,E,h,-
chew1245,-,-,-,-,d,-,-,a,7,-
sema1265,-,-,-,-,n,-,-,a,7,-
sema1265,-,-,-,-,n,-,-,o,7,-
seme1247,7,n,o,7,n,-,-,o,7,-
besi1244,-,-,-,-,n,o,h,o,7,-
