language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
khmu1256,N,7,-,-,-,-,o,-,-,-
cent1989,k,h,-,l,-,-,a,T,-,-
semn1250,-,-,-,-,t,-,u,N,-,-
semn1250,-,-,-,-,t,-,u,N,-,-
lano1248,-,-,-,-,t,-,u,N,-,-
temi1246,-,-,-,-,t,-,u,k,-,-
temi1246,-,-,-,-,t,-,u,k,-,-
sema1266,-,-,-,-,s,-,-,N,o,h
sema1266,-,-,-,-,s,-,3,N,o,h
jahh1242,-,-,-,-,b,-,E,T,-,-
minr1238,-,7,-,n,t,-,3,N,-,-
minr1238,-,7,-,5,-,-,a,T,-,-
bate1262,-,7,3,n,t,-,3,N,-,-
bate1262,-,7,-,n,t,-,3,N,-,-
bate1262,-,7,-,n,t,-,3,N,-,-
bate1262,-,-,-,5,-,-,a,T,-,-
bate1262,-,7,-,5,-,-,a,T,-,-
jeha1242,-,h,-,g,-,-,i,k,-,-
jeha1242,-,h,-,g,-,-,i,k,-,-
kens1248,-,7,-,n,t,-,3,N,-,-
kens1248,-,7,-,n,t,-,3,N,-,-
kint1239,-,7,-,n,t,-,3,N,-,-
tong1308,-,7,a,n,t,-,3,N,-,-
tong1308,-,7,-,n,t,-,3,N,-,-
tong1308,-,-,-,m,t,-,3,N,-,-
chew1245,-,h,-,n,t,-,3,N,-,-
sema1265,-,b,-,-,t,h,o,N,-,-
sema1265,-,b,-,-,t,h,o,N,-,-
seme1247,-,b,-,-,t,h,o,N,-,-
