language,x1,x2,x3,x4,x5,x6
khmu1256,p,-,t,e,e,-
cent1989,-,-,d,-,o,y
semn1250,-,-,t,-,E,7
semn1250,-,-,t,-,E,7
lano1248,-,-,t,-,E,7
temi1246,-,-,t,-,E,7
temi1246,-,-,t,-,E,7
sema1266,-,-,t,-,e,7
sema1266,-,-,t,-,e,7
jahh1242,-,-,t,-,e,7
minr1238,-,-,t,-,e,7
minr1238,-,-,t,-,e,7
bate1262,-,-,t,-,e,7
bate1262,-,-,t,-,e,7
bate1262,-,-,t,-,e,7
bate1262,-,-,t,-,e,7
jeha1242,-,-,t,-,e,7
jeha1242,-,-,t,-,e,7
kens1248,-,-,t,-,e,7
kens1248,-,-,t,-,E,7
kint1239,-,-,t,-,e,7
tong1308,-,-,t,i,e,7
tong1308,-,-,t,i,e,7
tong1308,-,-,t,i,e,7
chew1245,-,-,t,-,E,7
sema1265,7,a,t,-,E,h
sema1265,7,a,t,-,E,-
seme1247,7,a,t,-,E,-
besi1244,-,-,t,-,e,7
